日期,排名,应用ID,应用名称,开发商,相比昨日,分类,公司名称,昨日下载量
2024/3/14,24,791532221,开心消消乐®,乐元素,相比昨日总榜 - 上升1,休闲,乐元素科技（北京）股份有限公司,-
2024/3/14,25,472885640,JJ斗地主,JJWorld(Beijing) Network Technology Company Limited,相比昨日总榜 - 下降1,桌面,竞技世界（北京）网络技术有限公司,-
2024/3/14,26,414478124,微信,WeChat,相比昨日总榜 - 无变化,社交,深圳市腾讯计算机系统有限公司,-
2024/3/14,27,1160172628,夸克,广州市动悦信息技术有限公司,相比昨日总榜 - 上升5,工具,-,-
2024/3/14,28,955396648,火影忍者,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降1,动作,-,-
2024/3/14,29,629774477,芒果TV,快乐阳光,相比昨日总榜 - 上升1,娱乐,湖南快乐阳光互动娱乐传媒有限公司,-
2024/3/14,30,1570790378,途游休闲捕鱼,TYSG Games,相比昨日总榜 - 上升1,娱乐场,-,-
2024/3/14,31,1544884479,蛋仔派对,网易移动游戏,相比昨日总榜 - 下降2,家庭聚会,杭州网易雷火科技有限公司,-
2024/3/14,32,909211092,率土之滨,网易移动游戏,相比昨日总榜 - 上升4,策略,杭州网易雷火科技有限公司,-
2024/3/14,33,432274380,知乎,"Beijing Zhizhetianxia Technology Co., Ltd.",相比昨日总榜 - 无变化,社交,北京智者天下科技有限公司,-
2024/3/14,34,1561105019,捕鱼大咖,游酷盛世科技(北京)有限公司,相比昨日总榜 - 上升1,娱乐场,-,-
2024/3/14,35,586871187,UC浏览器,UCWeb Mobile Private Limited,相比昨日总榜 - 上升4,工具,广州市动景计算机科技有限公司,-
2024/3/14,36,1523037824,崩坏,miHoYo Games,相比昨日总榜 - 下降2,角色扮演,上海米哈游网络科技股份有限公司,-
2024/3/14,37,444934666,QQ,Tencent Technology (Shenzhen) Company Limited,相比昨日总榜 - 上升3,社交,深圳市腾讯计算机系统有限公司,-
2024/3/14,38,891616303,指尖四川麻将,"Shenzhen Zen-Game Technology CO.,LTD",相比昨日总榜 - 上升3,桌面,深圳市禅游科技股份有限公司,-
2024/3/14,39,446324234,欢乐斗地主,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 上升4,桌面,-,-
2024/3/14,40,6468993345,最强祖师,"Khorgos Xingjia Network Technology Co., Ltd",相比昨日总榜 - 下降2,模拟,-,-
2024/3/14,41,876336838,喜马拉雅「听书社区」电台有声小说相声评书,"Xi Da (Shanghai) Network Technology Co., Ltd.",相比昨日总榜 - 上升1,图书,上海喜马拉雅科技有限公司,-
2024/3/14,42,1454663939,明日方舟,"Shanghai Hypergryph Network Technology Co., Ltd.",相比昨日总榜 - 上升27,卡牌,上海鹰角网络科技有限公司,-
2024/3/14,43,1330863325,第五人格,网易移动游戏,相比昨日总榜 - 上升19,冒险,杭州网易雷火科技有限公司,-
2024/3/14,44,1552333447,以闪亮之名,祖龙游戏,相比昨日总榜 - 下降16,角色扮演,祖龙（天津）科技有限公司,-
2024/3/14,45,1235504705,QQ飞车,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 无变化,动作,-,-
2024/3/14,46,741292507,小红书 ,Xingin,相比昨日总榜 - 上升2,社交,行吟信息科技（上海）有限公司,-
2024/3/14,47,1477031443,抖音极速版,"Beijing Microlive Vision Technology Co., Ltd",相比昨日总榜 - 无变化,娱乐,北京字节跳动科技有限公司,-
2024/3/14,48,1219233424,QQ炫舞,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降11,音乐,-,-
2024/3/14,49,350962117,微博,SINA Corporation,相比昨日总榜 - 上升3,社交,北京微梦创科网络技术有限公司,-
2024/3/14,50,534174796,起点读书,起点中文网,相比昨日总榜 - 上升1,图书,上海玄霆娱乐信息科技有限公司,-
2024/3/14,51,1628270358,弹壳特攻队,HABBY GAMES,相比昨日总榜 - 上升84,休闲,-,-
2024/3/14,52,6476085746,龙迹之城,"META ICONS LAB, LIMITED",相比昨日总榜 - 下降2,动作,-,-
2024/3/14,53,1500526240,醒图 ,深圳市脸萌科技有限公司,相比昨日总榜 - 上升1,摄影与录像,深圳市脸萌科技有限公司,-
2024/3/14,54,1459358814,口袋奇兵,Topwar Studio,相比昨日总榜 - 上升12,角色扮演,北京江娱互动科技有限公司,-
2024/3/14,55,6447610302,冒险岛,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 上升13,冒险,-,-
2024/3/14,56,416048305,美图秀秀,"Xiamen Meitu Technology Co., Ltd.",相比昨日总榜 - 上升5,摄影与录像,厦门美图网科技有限公司,-
2024/3/14,57,1305599559,FC足球世界,Tencent Mobile Games,相比昨日总榜 - 上升14,体育,深圳市腾讯计算机系统有限公司,-
2024/3/14,58,1032287195,Soul,Shanghai Soul Gate Technology Limited Corporation,相比昨日总榜 - 上升1,社交,上海任意门科技有限公司,-
2024/3/14,59,1559181149,晶核,"Beijing Zhaoxiguangnian Information Technology Co., Ltd",相比昨日总榜 - 上升4,角色扮演,北京朝夕光年信息技术有限公司,-
2024/3/14,60,1630904325,第七史诗,"Shanghai Zishun Information Technology Co., Ltd.",相比昨日总榜 - 新进榜,卡牌,上海紫舜信息技术有限公司,-
2024/3/14,61,1579028199,咸鱼之王,Hortor Games,相比昨日总榜 - 下降15,卡牌,北京豪腾嘉科科技有限公司,-
2024/3/14,62,1156439976,心悦俱乐部,Tencent Technology (Shenzhen) Company Limited,相比昨日总榜 - 上升2,娱乐,深圳市腾讯计算机系统有限公司,-
2024/3/14,63,599852710,WPS Office ,金山办公软件,相比昨日总榜 - 上升2,效率,北京金山办公软件有限公司,-
2024/3/14,64,1494821031,天地劫,"Shanghai Zishun Information Technology Co., Ltd.",相比昨日总榜 - 下降20,角色扮演,上海紫舜信息技术有限公司,-
2024/3/14,65,407413403,三国杀,杭州游卡网络技术有限公司,相比昨日总榜 - 下降5,策略,杭州游卡网络技术有限公司,-
2024/3/14,66,895670960,阴阳师,网易移动游戏,相比昨日总榜 - 下降11,策略,杭州网易雷火科技有限公司,-
2024/3/14,67,1501314785,途游斗地主,Tuyoo Online HK Limited,相比昨日总榜 - 上升5,卡牌,在线途游(北京）科技有限公司,-
2024/3/14,68,1031897589,问道,雷霆游戏,相比昨日总榜 - 下降10,角色扮演,深圳雷霆信息技术有限公司,-
2024/3/14,69,1570403558,梦幻花园 ,iDreamSky,相比昨日总榜 - 下降2,模拟,深圳市创梦天地科技有限公司,-
2024/3/14,70,820847275,多乐够级,"Beijing Pengqu Technology Co.,Ltd.",相比昨日总榜 - 上升4,休闲,北京蓝色创想网络科技有限责任公司,-
2024/3/14,71,1347776121,实况足球 ,网易移动游戏,相比昨日总榜 - 上升23,体育,杭州网易雷火科技有限公司,-
2024/3/14,72,1505445106,暗区突围,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 上升1,动作,-,-
2024/3/14,73,6448866237,众神派对,上海莉莉丝网络,相比昨日总榜 - 下降20,角色扮演,上海莉莉丝网络科技有限公司,-
2024/3/14,74,1282917929,幻唐志,"Guangzhou Duoyi Network Technology Co.,Ltd.",相比昨日总榜 - 下降17,策略,广州多益网络股份有限公司,-
2024/3/14,75,1665337957,鱼乐达人,游酷盛世科技(北京)有限公司,相比昨日总榜 - 上升1,娱乐场,-,-
2024/3/14,76,1639079058,白荆回廊,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 新进榜,卡牌,-,-
2024/3/14,77,1569029742,云·原神,miHoYo Games,相比昨日总榜 - 下降28,冒险,上海米哈游网络科技股份有限公司,-
2024/3/14,78,6471468360,斗罗大陆,"Guangzhou Zhongxu Shuke Information Technology Co., Ltd",相比昨日总榜 - 上升14,角色扮演,-,-
2024/3/14,79,1015364140,大话西游,网易移动游戏,相比昨日总榜 - 下降9,角色扮演,杭州网易雷火科技有限公司,-
2024/3/14,80,1595603316,部落冲突 ,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降5,动作,-,-
2024/3/14,81,910513149,全民K歌,"Tencent Technology (Shanghai) Co., Ltd",相比昨日总榜 - 下降4,娱乐,深圳市腾讯计算机系统有限公司,-
2024/3/14,82,1033387365,倩女幽魂,网易移动游戏,相比昨日总榜 - 下降4,角色扮演,杭州网易雷火科技有限公司,-
2024/3/14,83,1102305688,王者营地,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降4,工具,-,-
2024/3/14,84,1632344522,元梦之星,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降3,竞速,-,-
2024/3/14,85,952694580,Keep ,Keep,相比昨日总榜 - 下降3,健康健美,北京卡路里科技有限公司,-
2024/3/14,86,1555236168,长安幻想,梦趣游戏,相比昨日总榜 - 下降6,策略,-,-
2024/3/14,87,539988420,他趣,"Hubei Haibao Taqu Entertainment Technology Co., Ltd",相比昨日总榜 - 下降2,社交,厦门海豹他趣信息技术股份有限公司,-
2024/3/14,88,6474127167,世界之外,网易移动游戏,相比昨日总榜 - 下降2,卡牌,杭州网易雷火科技有限公司,-
2024/3/14,89,1468454200,番茄小说 ,"Beijing Zhending Technology Co., Ltd.",相比昨日总榜 - 无变化,图书,北京臻鼎科技有限公司,-
2024/3/14,90,952059546,微信读书,Tencent Technology (Shenzhen) Company Limited,相比昨日总榜 - 下降2,图书,深圳市腾讯计算机系统有限公司,-
2024/3/14,91,388627783,扫描全能王,"INTSIG Information Co., Ltd",相比昨日总榜 - 上升7,效率,上海合合信息科技发展有限公司,-
2024/3/14,92,787130974,咪咕视频,咪咕视讯科技有限公司,相比昨日总榜 - 下降36,娱乐,中国移动通信集团上海有限公司,-
2024/3/14,93,1527968237,浮生忆玲珑,FriendTimes Inc.,相比昨日总榜 - 上升29,角色扮演,苏州好玩友网络科技有限公司,-
2024/3/14,94,790133739,会玩 ,"Wuhan WoYou Network Technology Co.,Ltd.",相比昨日总榜 - 下降7,社交,武汉微派网络科技有限公司,-
2024/3/14,95,6470348464,荒野迷城,湖南草花互动网络科技有限公司,相比昨日总榜 - 下降11,卡牌,湖南草花互动网络科技有限公司,-
2024/3/14,96,6444558869,原始征途,巨人网络科技有限公司,相比昨日总榜 - 下降3,策略,上海巨人网络科技有限公司,-
2024/3/14,97,1498874997,巅峰极速,网易移动游戏,相比昨日总榜 - 上升9,竞速,杭州网易雷火科技有限公司,-
2024/3/14,98,1489278985,乐乐捕鱼,YOOKU GAMES PTE. LTD.,相比昨日总榜 - 下降3,休闲,-,-
2024/3/14,99,6474293468,向僵尸开炮,"Hainan Shengchang Network Technology Co., Ltd.",相比昨日总榜 - 上升5,策略,-,-
2024/3/14,100,480079300,58同城,北京城市网邻信息技术有限公司,相比昨日总榜 - 下降4,生活,北京城市网邻信息技术有限公司,-
2024/3/14,101,689180123,腾讯欢乐麻将全集,Tencent Mobile Games,相比昨日总榜 - 下降4,桌面,深圳市腾讯计算机系统有限公司,-
2024/3/14,102,1616812439,合金弹头,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 上升62,角色扮演,-,-
2024/3/14,103,1508509620,孤独战机,同乐科技,相比昨日总榜 - 下降20,动作,-,-
2024/3/14,104,1637377185,超能世界,盛哲游戏,相比昨日总榜 - 上升29,卡牌,-,-
2024/3/14,105,1472502819,快手极速版,华艺汇龙,相比昨日总榜 - 下降5,摄影与录像,北京华艺汇龙网络科技有限公司,-
2024/3/14,106,793077082,小冰冰传奇,上海莉莉丝网络,相比昨日总榜 - 上升55,策略,上海莉莉丝网络科技有限公司,-
2024/3/14,107,1632570713,乐鸿捕鱼,Linzihuyu,相比昨日总榜 - 下降4,休闲,-,-
2024/3/14,108,1501671346,一念逍遥·剑修,雷霆游戏,相比昨日总榜 - 下降9,角色扮演,深圳雷霆信息技术有限公司,-
2024/3/14,109,1516567721,心遇,杭州网易云音乐科技有限公司,相比昨日总榜 - 下降1,社交,广州网易计算机系统有限公司,-
2024/3/14,110,1475216610,牵手,"Tianjin Laifu Culture Development Co., Ltd.",相比昨日总榜 - 下降5,社交,-,-
2024/3/14,111,6446824119,新石器时代,上海鹿游网络科技有限公司,相比昨日总榜 - 下降21,策略,-,-
2024/3/14,112,1281434850,狼人杀,网易移动游戏,相比昨日总榜 - 下降10,社交,杭州网易雷火科技有限公司,-
2024/3/14,113,1593603378,全明星街球派对,网易移动游戏,相比昨日总榜 - 下降22,体育,杭州网易雷火科技有限公司,-
2024/3/14,114,1602457380,石器时代,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 上升12,策略,-,-
2024/3/14,115,1488410151,使命召唤手游,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降8,策略,-,-
2024/3/14,116,6446892071,冲啊原始人,Ohayoo,相比昨日总榜 - 上升3,卡牌,北京比特漫步科技有限公司,-
2024/3/14,117,1488717505,星球,"Beijing Zhaoxiguangnian Information Technology Co., Ltd",相比昨日总榜 - 下降16,角色扮演,北京朝夕光年信息技术有限公司,-
2024/3/14,118,1234954076,红警OL,Tencent Mobile Games,相比昨日总榜 - 下降3,策略,深圳市腾讯计算机系统有限公司,-
2024/3/14,119,983122251,魂斗罗,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降10,角色扮演,-,-
2024/3/14,120,491024740,驾考宝典,武汉驾考宝典信息服务有限公司,相比昨日总榜 - 下降8,教育,"Wuhan Mucang Technology Co., Ltd.",-
2024/3/14,121,1093423753,雷速体育,雷速体育,相比昨日总榜 - 下降7,体育,上海炫体信息科技有限公司,-
2024/3/14,122,996509117,球球大作战,巨人网络科技有限公司,相比昨日总榜 - 下降11,冒险,上海巨人网络科技有限公司,-
2024/3/14,123,1126393139,狼人杀,"Langren World Network Co., Ltd",相比昨日总榜 - 下降13,社交,上海狼望网络科技有限公司,-
2024/3/14,124,861891048,探探,"Tantan Cultural Development (Beijing) Co., Ltd.",相比昨日总榜 - 下降7,社交,探探文化发展（北京）有限公司,-
2024/3/14,125,6450349915,森之国度,Lingxi Games Inc.,相比昨日总榜 - 新进榜,角色扮演,广州灵犀互动娱乐有限公司,-
2024/3/14,126,1605585211,汽水音乐 ,"Beijing Microlive Vision Technology Co., Ltd",相比昨日总榜 - 上升6,音乐,北京字节跳动科技有限公司,-
2024/3/14,127,1570403223,梦幻家园 ,iDreamSky,相比昨日总榜 - 上升2,益智解谜,深圳市创梦天地科技有限公司,-
2024/3/14,128,6444853360,行侠仗义五千年,"Hainan Changqu Technology Co., Ltd",相比昨日总榜 - 下降7,冒险,-,-
2024/3/14,129,1404192329,完美世界,Tencent Mobile Games,相比昨日总榜 - 下降13,角色扮演,深圳市腾讯计算机系统有限公司,-
2024/3/14,130,6449218635,机甲战队,iDreamSky,相比昨日总榜 - 下降2,休闲,深圳市创梦天地科技有限公司,-
2024/3/14,131,1132257692,天龙八部手游,Tencent Mobile Games,相比昨日总榜 - 下降11,动作,深圳市腾讯计算机系统有限公司,-
2024/3/14,132,570060128,多邻国Duolingo英语日语法语,Duolingo,相比昨日总榜 - 下降9,教育,北京多邻国科技有限公司,-
2024/3/14,133,6466783172,雷索纳斯,"Shanghai Leiyu Network Technology Co.,Ltd.",相比昨日总榜 - 上升5,冒险,-,-
2024/3/14,134,1439754823,光与夜之恋,Tencent Mobile Games,相比昨日总榜 - 上升5,模拟,深圳市腾讯计算机系统有限公司,-
2024/3/14,135,1669437212,凡人修仙传,"Anhui Leihu Network Technology Co., Ltd.",相比昨日总榜 - 上升1,动作,-,-
2024/3/14,136,1596001475,重返帝国,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降23,模拟,-,-
2024/3/14,137,1088753863,诛仙,完美世界手游,相比昨日总榜 - 上升50,动作,完美世界控股集团有限公司,-
2024/3/14,138,1512093373,航海王热血航线,"Beijing Zhaoxiguangnian Information Technology Co., Ltd",相比昨日总榜 - 上升10,角色扮演,北京朝夕光年信息技术有限公司,-
2024/3/14,139,1519945981,万国觉醒 ,上海莉莉丝网络,相比昨日总榜 - 下降15,策略,上海莉莉丝网络科技有限公司,-
2024/3/14,140,1563187313,海王捕鱼,"Hainan Palm Entertainment Technology Co.,Ltd.",相比昨日总榜 - 下降3,娱乐场,-,-
2024/3/14,141,1435567000,明日之后,网易移动游戏,相比昨日总榜 - 上升16,角色扮演,杭州网易雷火科技有限公司,-
2024/3/14,142,654897098,天天爱消除,Tencent Mobile Games,相比昨日总榜 - 下降17,益智解谜,深圳市腾讯计算机系统有限公司,-
2024/3/14,143,1086842482,新剑侠情缘,Tencent Mobile Games,相比昨日总榜 - 下降13,动作,深圳市腾讯计算机系统有限公司,-
2024/3/14,144,1232104244,乱世王者,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降13,策略,-,-
2024/3/14,145,426340811,百度文库,"Beijing Baidu Netcom Science & Technology Co.,Ltd",相比昨日总榜 - 下降3,教育,百度在线网络技术（北京）有限公司,-
2024/3/14,146,1461695441,战双帕弥什,库洛游戏,相比昨日总榜 - 新进榜,动作,-,-
2024/3/14,147,1344733855,光·遇,网易移动游戏,相比昨日总榜 - 下降13,家庭聚会,杭州网易雷火科技有限公司,-
2024/3/14,148,1492415639,指尖捕鱼,上海愉趣网络科技有限公司,相比昨日总榜 - 下降8,娱乐场,上海愉趣网络科技有限公司,-
2024/3/14,149,1595603720,部落冲突,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降8,动作,-,-
2024/3/14,150,588673713,酷我音乐,"Kuwo Tianjin Co., Ltd.",相比昨日总榜 - 下降1,音乐,北京酷我科技有限公司,-
2024/3/14,151,906936224,快看漫画,"Kuaikan World (Beijing) Technology CO., LTD.",相比昨日总榜 - 下降6,图书,快看世界（北京）科技有限公司,-
2024/3/14,152,1016323413,得到,luojilab,相比昨日总榜 - 下降6,图书,得到（天津）文化传播有限公司,-
2024/3/14,153,1579028465,肥鹅健身房,Hortor Games,相比昨日总榜 - 下降26,益智解谜,北京豪腾嘉科科技有限公司,-
2024/3/14,154,963152777,帆书,"Shanghai Soybean Network Technology Co., Ltd.",相比昨日总榜 - 下降10,图书,上海黄豆网络科技有限公司,-
2024/3/14,155,1108397779,Fate,Wuhu Sharejoy Network Technology Co.Ltd,相比昨日总榜 - 下降37,角色扮演,芜湖享游网络技术有限公司,-
2024/3/14,156,448165862,MOMO陌陌,"Beijing Momo Technology Co., Ltd.",相比昨日总榜 - 下降6,社交,北京陌陌信息技术有限公司,-
2024/3/14,157,1507310279,未定事件簿,miHoYo Games,相比昨日总榜 - 新进榜,角色扮演,上海米哈游网络科技股份有限公司,-
2024/3/14,158,570608623,腾讯体育,Tencent Technology (Beijing) Company Limited,相比昨日总榜 - 下降11,体育,深圳市腾讯计算机系统有限公司,-
2024/3/14,159,6476525014,bubble for BLISSOO,"Dear U Co., Ltd.",相比昨日总榜 - 新进榜,社交,-,-
2024/3/14,160,6469091250,神州千食舫,雷霆游戏,相比昨日总榜 - 下降17,休闲,深圳雷霆信息技术有限公司,-
2024/3/14,161,1503466530,迅雷,深圳市迅雷网络技术有限公司,相比昨日总榜 - 下降10,效率,深圳市迅雷网络技术有限公司,-
2024/3/14,162,592331499,美颜相机,"Xiamen Meitu Technology Co., Ltd.",相比昨日总榜 - 下降9,摄影与录像,厦门美图网科技有限公司,-
2024/3/14,163,6443811950,三国志・战棋版,Lingxi Games Inc.,相比昨日总榜 - 新进榜,模拟,广州灵犀互动娱乐有限公司,-
2024/3/14,164,1426252715,哔哩哔哩漫画,"Shanghai Hehehe Culture Communication Co.,Ltd",相比昨日总榜 - 下降12,图书,上海幻电信息科技有限公司,-
2024/3/14,165,957323480,米家,"Beijing Xiaomi Co., Ltd",相比昨日总榜 - 下降9,生活,北京小米科技有限责任公司,-
2024/3/14,166,1517601112,暗黑破坏神,网易移动游戏,相比昨日总榜 - 新进榜,角色扮演,杭州网易雷火科技有限公司,-
2024/3/14,167,487608658,QQ阅读,Tencent Mobile Games,相比昨日总榜 - 下降13,图书,深圳市腾讯计算机系统有限公司,-
2024/3/14,168,1504236603,荒野乱斗,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 上升31,动作,-,-
2024/3/14,169,6446884897,这城有良田,益世界网络科技(上海)有限公司,相比昨日总榜 - 下降11,角色扮演,-,-
2024/3/14,170,966807283,晋江小说阅读,北京晋江原创网络科技有限公司,相比昨日总榜 - 下降11,图书,北京晋江原创网络科技有限公司,-
2024/3/14,171,1363039920,伊对,北京米连科技有限公司,相比昨日总榜 - 下降9,社交,北京米连科技有限公司,-
2024/3/14,172,6444941591,霸业,安徽盈趣网络科技有限公司,相比昨日总榜 - 下降17,卡牌,-,-
2024/3/14,173,1503642891,富豪麻将,Tuyoo Online HK Limited,相比昨日总榜 - 下降3,娱乐场,在线途游(北京）科技有限公司,-
2024/3/14,174,756771906,测测,"Beijing Light For You Technology Co., Ltd.",相比昨日总榜 - 下降11,生活,-,-
2024/3/14,175,1472343551,青藤之恋,"Wuhan Weipai Network Technology Co., Ltd.",相比昨日总榜 - 下降7,社交,武汉微派网络科技有限公司,-
2024/3/14,176,1468244744,爱聊,"Shenzhen Jinyun Network Technology Co., Ltd",相比昨日总榜 - 下降9,社交,-,-
2024/3/14,177,1503319491,梦幻新诛仙,Perfect World Mobile,相比昨日总榜 - 下降8,角色扮演,-,-
2024/3/14,178,1425722238,Lysn,"Dear U Co., Ltd.",相比昨日总榜 - 下降5,社交,-,-
2024/3/14,179,483330461,英雄杀,Tencent Mobile Games,相比昨日总榜 - 下降14,卡牌,深圳市腾讯计算机系统有限公司,-
2024/3/14,180,6446756603,飞吧龙骑士,雷霆游戏,相比昨日总榜 - 新进榜,策略,深圳雷霆信息技术有限公司,-
2024/3/14,181,1325419855,小猿口算 ,"Beijing Yuanli Science and Technology Co., Ltd.",相比昨日总榜 - 下降4,教育,北京猿力教育科技有限公司,-
2024/3/14,182,1527974846,数码宝贝,Tencent Mobile Games,相比昨日总榜 - 新进榜,角色扮演,深圳市腾讯计算机系统有限公司,-
2024/3/14,183,1562846889,捕鱼游戏王,"SHI YI NETWORK TECHNOLOGY (SHANGHAI) CO., LTD",相比昨日总榜 - 上升15,娱乐场,-,-
2024/3/14,184,1458466767,三国志幻想大陆 ,Lingxi Games Inc.,相比昨日总榜 - 下降18,卡牌,广州灵犀互动娱乐有限公司,-
2024/3/14,185,1020109860,皇家捕鱼电玩城,"International Games System Co., Ltd.",相比昨日总榜 - 下降13,休闲,-,-
2024/3/14,186,673128426,Blued,"Beijing Bluecity Culture And Media Co., Ltd.",相比昨日总榜 - 下降8,社交,-,-
2024/3/14,187,1641054011,趣拍 ,"Huizhou Youjuan Network Technology Co., Ltd",相比昨日总榜 - 下降8,娱乐,-,-
2024/3/14,188,1611712418,重返未来,Bluepoch Games,相比昨日总榜 - 下降14,角色扮演,-,-
2024/3/14,189,6447541184,蔚蓝档案,上海星啸,相比昨日总榜 - 新进榜,卡牌,-,-
2024/3/14,190,1477923015,捕鱼炸翻天,上海愉趣网络科技有限公司,相比昨日总榜 - 下降14,娱乐场,上海愉趣网络科技有限公司,-
2024/3/14,191,1209898544,途游捕鱼,Tuyoo Online HK Limited,相比昨日总榜 - 下降5,娱乐场,在线途游(北京）科技有限公司,-
2024/3/14,192,1629375316,冲呀,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降32,卡牌,-,-
2024/3/14,193,6447928273,浮空秘境 ,Obsidian Games,相比昨日总榜 - 下降18,角色扮演,厦门魔兔网络科技有限公司,-
2024/3/14,194,1599425438,奥比岛,雷霆游戏,相比昨日总榜 - 新进榜,模拟,深圳雷霆信息技术有限公司,-
2024/3/14,195,1484048379,腾讯会议,"Tencent Technology (Shanghai) Co., Ltd",相比昨日总榜 - 下降6,商务,深圳市腾讯计算机系统有限公司,-
2024/3/14,196,382201985,百度,"Beijing Baidu Netcom Science & Technology Co.,Ltd",相比昨日总榜 - 上升1,工具,百度在线网络技术（北京）有限公司,-
2024/3/14,197,6444670359,大话西游,网易移动游戏,相比昨日总榜 - 新进榜,卡牌,杭州网易雷火科技有限公司,-
2024/3/14,198,1090828242,圣斗士星矢,Tencent Mobile Games,相比昨日总榜 - 新进榜,角色扮演,深圳市腾讯计算机系统有限公司,-
2024/3/14,199,1612426573,梦想城镇 ,"Beijing Wei Wo Le Yuan Information and Technology Co., Ltd",相比昨日总榜 - 下降18,模拟,-,-
2024/3/14,200,1448089228,掼蛋,杭州齐盛网络技术有限公司,相比昨日总榜 - 下降17,桌面,杭州齐盛网络技术有限公司,-
