日期,排名,应用ID,应用名称,开发商,相比昨日,分类,公司名称,昨日下载量
2024/4/2,1,989673964,王者荣耀,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 无变化,动作,-,-
2024/4/2,2,1142110895,抖音,"Beijing Microlive Vision Technology Co., Ltd",相比昨日总榜 - 无变化,娱乐,北京字节跳动科技有限公司,-
2024/4/2,3,1321803705,和平精英,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 无变化,动作,-,-
2024/4/2,4,1467190251,原神,miHoYo Games,相比昨日总榜 - 上升25,冒险,上海米哈游网络科技股份有限公司,-
2024/4/2,5,1478101301,金铲铲之战,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降1,卡牌,-,-
2024/4/2,6,1523037824,崩坏,miHoYo Games,相比昨日总榜 - 下降1,角色扮演,上海米哈游网络科技股份有限公司,-
2024/4/2,7,458318329,腾讯视频,Tencent Technology (Shenzhen) Company Limited,相比昨日总榜 - 下降1,娱乐,深圳市腾讯计算机系统有限公司,-
2024/4/2,8,414603431,QQ音乐 ,Tencent Technology (Shenzhen) Company Limited,相比昨日总榜 - 下降1,音乐,深圳市腾讯计算机系统有限公司,-
2024/4/2,9,1541570980,逆水寒,网易移动游戏,相比昨日总榜 - 无变化,角色扮演,杭州网易雷火科技有限公司,-
2024/4/2,10,393765873,爱奇艺,QIYI,相比昨日总榜 - 下降2,娱乐,北京爱奇艺科技有限公司,-
2024/4/2,11,1042545880,穿越火线,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降1,策略,-,-
2024/4/2,12,887314963,BOSS直聘,北京华品博睿网络技术有限公司,相比昨日总榜 - 无变化,商务,北京华品博睿网络技术有限公司,-
2024/4/2,13,940547441,梦幻西游,网易移动游戏,相比昨日总榜 - 下降2,动作,杭州网易雷火科技有限公司,-
2024/4/2,14,590338362,网易云音乐,杭州网易云音乐科技有限公司,相比昨日总榜 - 无变化,音乐,广州网易计算机系统有限公司,-
2024/4/2,15,472208016,酷狗音乐,"KuGou Technology CO. , LTD",相比昨日总榜 - 上升1,音乐,广州酷狗计算机科技有限公司,-
2024/4/2,16,1525863146,捕鱼大作战,Tuyoo Online HK Limited,相比昨日总榜 - 上升1,模拟,在线途游(北京）科技有限公司,-
2024/4/2,17,1455054000,英雄联盟手游,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降4,动作,-,-
2024/4/2,18,336141475,优酷视频,Youku.com Inc.,相比昨日总榜 - 上升4,娱乐,优酷网络技术（北京）有限公司,-
2024/4/2,19,1474572440,三国志·战略版,Lingxi Games Inc.,相比昨日总榜 - 下降4,模拟,广州灵犀互动娱乐有限公司,-
2024/4/2,20,440948110,快手,"Beijing Kwai Technology Co., Ltd.",相比昨日总榜 - 无变化,摄影与录像,北京快手科技有限公司,-
2024/4/2,21,736536022,哔哩哔哩,bilibili,相比昨日总榜 - 下降2,娱乐,上海幻电信息科技有限公司,-
2024/4/2,22,547166701,百度网盘,"Beijing Duyou Science and Technology Co.,Ltd.",相比昨日总榜 - 上升3,效率,-,-
2024/4/2,23,1458072671,剪映 ,深圳市脸萌科技有限公司,相比昨日总榜 - 无变化,摄影与录像,深圳市脸萌科技有限公司,-
2024/4/2,24,1330863325,第五人格,网易移动游戏,相比昨日总榜 - 下降6,冒险,杭州网易雷火科技有限公司,-
2024/4/2,25,1219233424,QQ炫舞,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降4,音乐,-,-
2024/4/2,26,6474127167,世界之外,网易移动游戏,相比昨日总榜 - 上升2,卡牌,杭州网易雷火科技有限公司,-
2024/4/2,27,791532221,开心消消乐®,乐元素,相比昨日总榜 - 无变化,休闲,乐元素科技（北京）股份有限公司,-
2024/4/2,28,1544884479,蛋仔派对,网易移动游戏,相比昨日总榜 - 下降4,家庭聚会,杭州网易雷火科技有限公司,-
2024/4/2,29,414478124,微信,WeChat,相比昨日总榜 - 上升1,社交,深圳市腾讯计算机系统有限公司,-
2024/4/2,30,955396648,火影忍者,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降4,动作,-,-
2024/4/2,31,472885640,JJ斗地主,JJWorld(Beijing) Network Technology Company Limited,相比昨日总榜 - 上升1,桌面,竞技世界（北京）网络技术有限公司,-
2024/4/2,32,6468898329,仙境传说,"Beijing Ruyi JIngxiu Network Technology Co., Ltd.",相比昨日总榜 - 上升2,角色扮演,-,-
2024/4/2,33,909211092,率土之滨,网易移动游戏,相比昨日总榜 - 上升2,策略,杭州网易雷火科技有限公司,-
2024/4/2,34,1160172628,夸克,广州市动悦信息技术有限公司,相比昨日总榜 - 上升6,工具,-,-
2024/4/2,35,1282917929,幻唐志,"Guangzhou Duoyi Network Technology Co.,Ltd.",相比昨日总榜 - 下降2,策略,广州多益网络股份有限公司,-
2024/4/2,36,1570790378,途游休闲捕鱼,TYSG Games,相比昨日总榜 - 上升1,娱乐场,-,-
2024/4/2,37,432274380,知乎,"Beijing Zhizhetianxia Technology Co., Ltd.",相比昨日总榜 - 上升8,社交,北京智者天下科技有限公司,-
2024/4/2,38,6459021479,航海王,雷霆游戏,相比昨日总榜 - 上升9,卡牌,深圳雷霆信息技术有限公司,-
2024/4/2,39,629774477,芒果TV,快乐阳光,相比昨日总榜 - 上升5,娱乐,湖南快乐阳光互动娱乐传媒有限公司,-
2024/4/2,40,444934666,QQ,Tencent Technology (Shenzhen) Company Limited,相比昨日总榜 - 上升1,社交,深圳市腾讯计算机系统有限公司,-
2024/4/2,41,1559181149,晶核,"Beijing Zhaoxiguangnian Information Technology Co., Ltd",相比昨日总榜 - 下降10,角色扮演,北京朝夕光年信息技术有限公司,-
2024/4/2,42,891616303,指尖四川麻将,"Shenzhen Zen-Game Technology CO.,LTD",相比昨日总榜 - 无变化,桌面,深圳市禅游科技股份有限公司,-
