日期,排名,应用ID,应用名称,开发商,相比昨日,分类,公司名称,昨日下载量
2024/3/10,36,1235504705,QQ飞车,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 上升3,动作,-,-
2024/3/10,37,909211092,率土之滨,网易移动游戏,相比昨日总榜 - 下降3,策略,杭州网易雷火科技有限公司,-
2024/3/10,38,1330863325,第五人格,网易移动游戏,相比昨日总榜 - 上升6,冒险,杭州网易雷火科技有限公司,-
2024/3/10,39,1305599559,FC足球世界,Tencent Mobile Games,相比昨日总榜 - 下降10,体育,深圳市腾讯计算机系统有限公司,-
2024/3/10,40,586871187,UC浏览器,UCWeb Mobile Private Limited,相比昨日总榜 - 上升3,工具,广州市动景计算机科技有限公司,-
2024/3/10,41,444934666,QQ,Tencent Technology (Shenzhen) Company Limited,相比昨日总榜 - 下降1,社交,深圳市腾讯计算机系统有限公司,-
2024/3/10,42,446324234,欢乐斗地主,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 上升3,桌面,-,-
2024/3/10,43,1505445106,暗区突围,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降1,动作,-,-
2024/3/10,44,876336838,喜马拉雅「听书社区」电台有声小说相声评书,"Xi Da (Shanghai) Network Technology Co., Ltd.",相比昨日总榜 - 上升2,图书,上海喜马拉雅科技有限公司,-
2024/3/10,45,891616303,指尖四川麻将,"Shenzhen Zen-Game Technology CO.,LTD",相比昨日总榜 - 上升2,桌面,深圳市禅游科技股份有限公司,-
2024/3/10,46,407413403,三国杀,杭州游卡网络技术有限公司,相比昨日总榜 - 下降8,策略,杭州游卡网络技术有限公司,-
2024/3/10,47,895670960,阴阳师,网易移动游戏,相比昨日总榜 - 下降6,策略,杭州网易雷火科技有限公司,-
2024/3/10,48,350962117,微博,SINA Corporation,相比昨日总榜 - 上升3,社交,北京微梦创科网络技术有限公司,-
2024/3/10,49,1219233424,QQ炫舞,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 上升3,音乐,-,-
2024/3/10,50,741292507,小红书 ,Xingin,相比昨日总榜 - 上升9,社交,行吟信息科技（上海）有限公司,-
2024/3/10,51,1500526240,醒图 ,深圳市脸萌科技有限公司,相比昨日总榜 - 上升12,摄影与录像,深圳市脸萌科技有限公司,-
2024/3/10,52,1477031443,抖音极速版,"Beijing Microlive Vision Technology Co., Ltd",相比昨日总榜 - 上升10,娱乐,北京字节跳动科技有限公司,-
2024/3/10,53,1632344522,元梦之星,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降4,竞速,-,-
2024/3/10,54,1595603316,部落冲突 ,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降6,动作,-,-
2024/3/10,55,1579028199,咸鱼之王,Hortor Games,相比昨日总榜 - 上升2,卡牌,北京豪腾嘉科科技有限公司,-
2024/3/10,56,6476085746,龙迹之城,"META ICONS LAB, LIMITED",相比昨日总榜 - 上升8,动作,-,-
2024/3/10,57,416048305,美图秀秀,"Xiamen Meitu Technology Co., Ltd.",相比昨日总榜 - 上升3,摄影与录像,厦门美图网科技有限公司,-
2024/3/10,58,1156439976,心悦俱乐部,Tencent Technology (Shenzhen) Company Limited,相比昨日总榜 - 下降2,娱乐,深圳市腾讯计算机系统有限公司,-
2024/3/10,59,1347776121,实况足球 ,网易移动游戏,相比昨日总榜 - 下降5,体育,杭州网易雷火科技有限公司,-
2024/3/10,60,1032287195,Soul,Shanghai Soul Gate Technology Limited Corporation,相比昨日总榜 - 上升8,社交,上海任意门科技有限公司,-
2024/3/10,61,1282917929,幻唐志,"Guangzhou Duoyi Network Technology Co.,Ltd.",相比昨日总榜 - 无变化,策略,广州多益网络股份有限公司,-
2024/3/10,62,1031897589,问道,雷霆游戏,相比昨日总榜 - 上升4,角色扮演,深圳雷霆信息技术有限公司,-
2024/3/10,63,534174796,起点读书,起点中文网,相比昨日总榜 - 上升4,图书,上海玄霆娱乐信息科技有限公司,-
2024/3/10,64,1559181149,晶核,"Beijing Zhaoxiguangnian Information Technology Co., Ltd",相比昨日总榜 - 上升1,角色扮演,北京朝夕光年信息技术有限公司,-
2024/3/10,65,6447610302,冒险岛,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降10,冒险,-,-
2024/3/10,66,1596001475,重返帝国,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降16,模拟,-,-
2024/3/10,67,1488410151,使命召唤手游,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 上升4,策略,-,-
2024/3/10,68,1498874997,巅峰极速,网易移动游戏,相比昨日总榜 - 下降15,竞速,杭州网易雷火科技有限公司,-
2024/3/10,69,1459358814,口袋奇兵,Topwar Studio,相比昨日总榜 - 无变化,角色扮演,北京江娱互动科技有限公司,-
2024/3/10,70,1618911882,恋与深空,Paper Games,相比昨日总榜 - 下降12,模拟,芜湖叠纸网络科技有限公司,-
2024/3/10,71,1501314785,途游斗地主,Tuyoo Online HK Limited,相比昨日总榜 - 上升2,卡牌,在线途游(北京）科技有限公司,-
2024/3/10,72,1102305688,王者营地,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 上升6,工具,-,-
2024/3/10,73,910513149,全民K歌,"Tencent Technology (Shanghai) Co., Ltd",相比昨日总榜 - 上升3,娱乐,深圳市腾讯计算机系统有限公司,-
2024/3/10,74,1015364140,大话西游,网易移动游戏,相比昨日总榜 - 下降2,角色扮演,杭州网易雷火科技有限公司,-
2024/3/10,75,599852710,WPS Office ,金山办公软件,相比昨日总榜 - 无变化,效率,北京金山办公软件有限公司,-
2024/3/10,76,6474127167,世界之外,网易移动游戏,相比昨日总榜 - 下降6,卡牌,杭州网易雷火科技有限公司,-
2024/3/10,77,820847275,多乐够级,"Beijing Pengqu Technology Co.,Ltd.",相比昨日总榜 - 上升2,休闲,北京蓝色创想网络科技有限责任公司,-
2024/3/10,78,1570403558,梦幻花园 ,iDreamSky,相比昨日总榜 - 上升2,模拟,深圳市创梦天地科技有限公司,-
2024/3/10,79,790133739,会玩 ,"Wuhan WoYou Network Technology Co.,Ltd.",相比昨日总榜 - 上升4,社交,武汉微派网络科技有限公司,-
2024/3/10,80,787130974,咪咕视频,咪咕视讯科技有限公司,相比昨日总榜 - 上升29,娱乐,中国移动通信集团上海有限公司,-
2024/3/10,81,1033387365,倩女幽魂,网易移动游戏,相比昨日总榜 - 上升1,角色扮演,杭州网易雷火科技有限公司,-
2024/3/10,82,6444558869,原始征途,巨人网络科技有限公司,相比昨日总榜 - 下降5,策略,上海巨人网络科技有限公司,-
2024/3/10,83,996509117,球球大作战,巨人网络科技有限公司,相比昨日总榜 - 下降2,冒险,上海巨人网络科技有限公司,-
2024/3/10,84,1501671346,一念逍遥·剑修,雷霆游戏,相比昨日总榜 - 下降10,角色扮演,深圳雷霆信息技术有限公司,-
2024/3/10,85,539988420,他趣,"Hubei Haibao Taqu Entertainment Technology Co., Ltd",相比昨日总榜 - 上升1,社交,厦门海豹他趣信息技术股份有限公司,-
2024/3/10,86,1468454200,番茄小说 ,"Beijing Zhending Technology Co., Ltd.",相比昨日总榜 - 上升8,图书,北京臻鼎科技有限公司,-
2024/3/10,87,6446824119,新石器时代,上海鹿游网络科技有限公司,相比昨日总榜 - 下降3,策略,-,-
2024/3/10,88,952694580,Keep ,Keep,相比昨日总榜 - 上升10,健康健美,北京卡路里科技有限公司,-
2024/3/10,89,1665337957,鱼乐达人,游酷盛世科技(北京)有限公司,相比昨日总榜 - 无变化,娱乐场,-,-
2024/3/10,90,1472502819,快手极速版,华艺汇龙,相比昨日总榜 - 上升9,摄影与录像,北京华艺汇龙网络科技有限公司,-
2024/3/10,91,952059546,微信读书,Tencent Technology (Shenzhen) Company Limited,相比昨日总榜 - 上升6,图书,深圳市腾讯计算机系统有限公司,-
2024/3/10,92,1404192329,完美世界,Tencent Mobile Games,相比昨日总榜 - 上升21,角色扮演,深圳市腾讯计算机系统有限公司,-
2024/3/10,93,1555236168,长安幻想,梦趣游戏,相比昨日总榜 - 上升2,策略,-,-
2024/3/10,94,6471468360,斗罗大陆,"Guangzhou Zhongxu Shuke Information Technology Co., Ltd",相比昨日总榜 - 下降9,角色扮演,-,-
2024/3/10,95,6470348464,荒野迷城,湖南草花互动网络科技有限公司,相比昨日总榜 - 上升1,卡牌,湖南草花互动网络科技有限公司,-
2024/3/10,96,689180123,腾讯欢乐麻将全集,Tencent Mobile Games,相比昨日总榜 - 上升6,桌面,深圳市腾讯计算机系统有限公司,-
2024/3/10,97,1632570713,乐鸿捕鱼,Linzihuyu,相比昨日总榜 - 上升9,休闲,-,-
2024/3/10,98,1489278985,乐乐捕鱼,YOOKU GAMES PTE. LTD.,相比昨日总榜 - 上升5,休闲,-,-
2024/3/10,99,1232104244,乱世王者,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 上升34,策略,-,-
2024/3/10,100,654897098,天天爱消除,Tencent Mobile Games,相比昨日总榜 - 上升1,益智解谜,深圳市腾讯计算机系统有限公司,-
2024/3/10,101,983122251,魂斗罗,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降10,角色扮演,-,-
2024/3/10,102,6474293468,向僵尸开炮,"Hainan Shengchang Network Technology Co., Ltd.",相比昨日总榜 - 上升10,策略,-,-
2024/3/10,103,1475216610,牵手,"Tianjin Laifu Culture Development Co., Ltd.",相比昨日总榜 - 上升14,社交,-,-
2024/3/10,104,480079300,58同城,北京城市网邻信息技术有限公司,相比昨日总榜 - 上升7,生活,北京城市网邻信息技术有限公司,-
2024/3/10,105,6444853360,行侠仗义五千年,"Hainan Changqu Technology Co., Ltd",相比昨日总榜 - 下降12,冒险,-,-
2024/3/10,106,1516567721,心遇,杭州网易云音乐科技有限公司,相比昨日总榜 - 上升9,社交,广州网易计算机系统有限公司,-
2024/3/10,107,1488717505,星球,"Beijing Zhaoxiguangnian Information Technology Co., Ltd",相比昨日总榜 - 下降15,角色扮演,北京朝夕光年信息技术有限公司,-
2024/3/10,108,1439754823,光与夜之恋,Tencent Mobile Games,相比昨日总榜 - 下降8,模拟,深圳市腾讯计算机系统有限公司,-
2024/3/10,109,388627783,扫描全能王,"INTSIG Information Co., Ltd",相比昨日总榜 - 下降5,效率,上海合合信息科技发展有限公司,-
2024/3/10,110,1126393139,狼人杀,"Langren World Network Co., Ltd",相比昨日总榜 - 无变化,社交,上海狼望网络科技有限公司,-
2024/3/10,111,1629375316,冲呀,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降21,卡牌,-,-
2024/3/10,112,1616812439,合金弹头,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降25,角色扮演,-,-
2024/3/10,113,1093423753,雷速体育,雷速体育,相比昨日总榜 - 上升7,体育,上海炫体信息科技有限公司,-
2024/3/10,114,1628270358,弹壳特攻队,HABBY GAMES,相比昨日总榜 - 下降9,休闲,-,-
2024/3/10,115,1504236603,荒野乱斗,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降8,动作,-,-
2024/3/10,116,1579028465,肥鹅健身房,Hortor Games,相比昨日总榜 - 上升5,益智解谜,北京豪腾嘉科科技有限公司,-
2024/3/10,117,1593603378,全明星街球派对,网易移动游戏,相比昨日总榜 - 上升8,体育,杭州网易雷火科技有限公司,-
2024/3/10,118,570060128,多邻国Duolingo英语日语法语,Duolingo,相比昨日总榜 - 上升10,教育,北京多邻国科技有限公司,-
2024/3/10,119,1602457380,石器时代,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 上升8,策略,-,-
2024/3/10,120,861891048,探探,"Tantan Cultural Development (Beijing) Co., Ltd.",相比昨日总榜 - 上升6,社交,探探文化发展（北京）有限公司,-
2024/3/10,121,6466783172,雷索纳斯,"Shanghai Leiyu Network Technology Co.,Ltd.",相比昨日总榜 - 上升1,冒险,-,-
2024/3/10,122,1503319491,梦幻新诛仙,Perfect World Mobile,相比昨日总榜 - 下降14,角色扮演,-,-
2024/3/10,123,1519945981,万国觉醒 ,上海莉莉丝网络,相比昨日总榜 - 下降9,策略,上海莉莉丝网络科技有限公司,-
2024/3/10,124,1455833480,闪耀暖暖,Paper Games,相比昨日总榜 - 下降36,角色扮演,芜湖叠纸网络科技有限公司,-
2024/3/10,125,1527968237,浮生忆玲珑,FriendTimes Inc.,相比昨日总榜 - 下降7,角色扮演,苏州好玩友网络科技有限公司,-
2024/3/10,126,1435567000,明日之后,网易移动游戏,相比昨日总榜 - 下降7,角色扮演,杭州网易雷火科技有限公司,-
2024/3/10,127,1086842482,新剑侠情缘,Tencent Mobile Games,相比昨日总榜 - 下降11,动作,深圳市腾讯计算机系统有限公司,-
2024/3/10,128,6449218635,机甲战队,iDreamSky,相比昨日总榜 - 上升4,休闲,深圳市创梦天地科技有限公司,-
2024/3/10,129,1234954076,红警OL,Tencent Mobile Games,相比昨日总榜 - 下降5,策略,深圳市腾讯计算机系统有限公司,-
2024/3/10,130,6446892071,冲啊原始人,Ohayoo,相比昨日总榜 - 上升4,卡牌,北京比特漫步科技有限公司,-
2024/3/10,131,1552333447,以闪亮之名,祖龙游戏,相比昨日总榜 - 上升9,角色扮演,祖龙（天津）科技有限公司,-
2024/3/10,132,1570403223,梦幻家园 ,iDreamSky,相比昨日总榜 - 上升6,益智解谜,深圳市创梦天地科技有限公司,-
2024/3/10,133,1637377185,超能世界,盛哲游戏,相比昨日总榜 - 下降2,卡牌,-,-
2024/3/10,134,491024740,驾考宝典,武汉驾考宝典信息服务有限公司,相比昨日总榜 - 上升2,教育,"Wuhan Mucang Technology Co., Ltd.",-
2024/3/10,135,1611712418,重返未来,Bluepoch Games,相比昨日总榜 - 下降6,角色扮演,-,-
2024/3/10,136,1355684731,实况,网易移动游戏,相比昨日总榜 - 上升53,卡牌,杭州网易雷火科技有限公司,-
2024/3/10,137,1132257692,天龙八部手游,Tencent Mobile Games,相比昨日总榜 - 下降7,动作,深圳市腾讯计算机系统有限公司,-
2024/3/10,138,1595603720,部落冲突,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降1,动作,-,-
2024/3/10,139,1605585211,汽水音乐 ,"Beijing Microlive Vision Technology Co., Ltd",相比昨日总榜 - 无变化,音乐,北京字节跳动科技有限公司,-
2024/3/10,140,1558453472,斗罗大陆,"Khorgas Zhifan Network Technology Co., Ltd.",相比昨日总榜 - 上升10,角色扮演,-,-
2024/3/10,141,1389650592,三国杀十周年,杭州游卡网络技术有限公司,相比昨日总榜 - 下降18,卡牌,杭州游卡网络技术有限公司,-
2024/3/10,142,570608623,腾讯体育,Tencent Technology (Beijing) Company Limited,相比昨日总榜 - 下降7,体育,深圳市腾讯计算机系统有限公司,-
2024/3/10,143,906936224,快看漫画,"Kuaikan World (Beijing) Technology CO., LTD.",相比昨日总榜 - 上升8,图书,快看世界（北京）科技有限公司,-
2024/3/10,144,1563187313,海王捕鱼,"Hainan Palm Entertainment Technology Co.,Ltd.",相比昨日总榜 - 上升2,娱乐场,-,-
2024/3/10,145,588673713,酷我音乐,"Kuwo Tianjin Co., Ltd.",相比昨日总榜 - 无变化,音乐,北京酷我科技有限公司,-
2024/3/10,146,6448866237,众神派对,上海莉莉丝网络,相比昨日总榜 - 下降4,角色扮演,上海莉莉丝网络科技有限公司,-
2024/3/10,147,1325419855,小猿口算 ,"Beijing Yuanli Science and Technology Co., Ltd.",相比昨日总榜 - 上升17,教育,北京猿力教育科技有限公司,-
2024/3/10,148,963152777,帆书,"Shanghai Soybean Network Technology Co., Ltd.",相比昨日总榜 - 下降7,图书,上海黄豆网络科技有限公司,-
2024/3/10,149,1512093373,航海王热血航线,"Beijing Zhaoxiguangnian Information Technology Co., Ltd",相比昨日总榜 - 下降2,角色扮演,北京朝夕光年信息技术有限公司,-
2024/3/10,150,1503466530,迅雷,深圳市迅雷网络技术有限公司,相比昨日总榜 - 上升4,效率,深圳市迅雷网络技术有限公司,-
2024/3/10,151,592331499,美颜相机,"Xiamen Meitu Technology Co., Ltd.",相比昨日总榜 - 下降3,摄影与录像,厦门美图网科技有限公司,-
2024/3/10,152,1492415639,指尖捕鱼,上海愉趣网络科技有限公司,相比昨日总榜 - 上升10,娱乐场,上海愉趣网络科技有限公司,-
2024/3/10,153,1426252715,哔哩哔哩漫画,"Shanghai Hehehe Culture Communication Co.,Ltd",相比昨日总榜 - 上升5,图书,上海幻电信息科技有限公司,-
2024/3/10,154,966807283,晋江小说阅读,北京晋江原创网络科技有限公司,相比昨日总榜 - 上升12,图书,北京晋江原创网络科技有限公司,-
2024/3/10,155,1344733855,光·遇,网易移动游戏,相比昨日总榜 - 上升10,家庭聚会,杭州网易雷火科技有限公司,-
2024/3/10,156,957323480,米家,"Beijing Xiaomi Co., Ltd",相比昨日总榜 - 下降4,生活,北京小米科技有限责任公司,-
2024/3/10,157,448165862,MOMO陌陌,"Beijing Momo Technology Co., Ltd.",相比昨日总榜 - 下降4,社交,北京陌陌信息技术有限公司,-
2024/3/10,158,487608658,QQ阅读,Tencent Mobile Games,相比昨日总榜 - 上升3,图书,深圳市腾讯计算机系统有限公司,-
2024/3/10,159,1472343551,青藤之恋,"Wuhan Weipai Network Technology Co., Ltd.",相比昨日总榜 - 上升12,社交,武汉微派网络科技有限公司,-
2024/3/10,160,793077082,小冰冰传奇,上海莉莉丝网络,相比昨日总榜 - 下降5,策略,上海莉莉丝网络科技有限公司,-
2024/3/10,161,1088753863,诛仙,完美世界手游,相比昨日总榜 - 下降17,动作,完美世界控股集团有限公司,-
2024/3/10,162,1669437212,凡人修仙传,"Anhui Leihu Network Technology Co., Ltd.",相比昨日总榜 - 下降2,动作,-,-
2024/3/10,163,1483884858,浮生为卿歌,FriendTimes Inc.,相比昨日总榜 - 上升6,策略,苏州好玩友网络科技有限公司,-
2024/3/10,164,1507966188,最强蜗牛,"Qcplay Digital Co., Ltd.",相比昨日总榜 - 下降21,冒险,厦门青瓷数码技术有限公司,-
2024/3/10,165,1016323413,得到,luojilab,相比昨日总榜 - 上升14,图书,得到（天津）文化传播有限公司,-
2024/3/10,166,1326730621,香肠派对,X.D. Network Inc.,相比昨日总榜 - 上升10,动作,心动网络股份有限公司,-
2024/3/10,167,483330461,英雄杀,Tencent Mobile Games,相比昨日总榜 - 上升3,卡牌,深圳市腾讯计算机系统有限公司,-
2024/3/10,168,1425722238,Lysn,"Dear U Co., Ltd.",相比昨日总榜 - 上升6,社交,-,-
2024/3/10,169,1139733348,洪恩识字,iHuman Inc.,相比昨日总榜 - 上升22,教育,天津洪恩完美未来教育科技有限公司,-
2024/3/10,170,1468244744,爱聊,"Shenzhen Jinyun Network Technology Co., Ltd",相比昨日总榜 - 上升16,社交,-,-
2024/3/10,171,673128426,Blued,"Beijing Bluecity Culture And Media Co., Ltd.",相比昨日总榜 - 上升14,社交,-,-
2024/3/10,172,1020109860,皇家捕鱼电玩城,"International Games System Co., Ltd.",相比昨日总榜 - 新进榜,休闲,-,-
2024/3/10,173,1641054011,趣拍 ,Appropriate Technology Company Limited,相比昨日总榜 - 无变化,娱乐,-,-
2024/3/10,174,426340811,百度文库,"Beijing Baidu Netcom Science & Technology Co.,Ltd",相比昨日总榜 - 上升4,教育,百度在线网络技术（北京）有限公司,-
2024/3/10,175,6448019103,剑侠世界,海南西山居互动娱乐科技有限公司,相比昨日总榜 - 新进榜,动作,-,-
2024/3/10,176,1037198513,三国杀OL,杭州游卡网络技术有限公司,相比昨日总榜 - 下降27,桌面,杭州游卡网络技术有限公司,-
2024/3/10,177,1503642891,富豪麻将,Tuyoo Online HK Limited,相比昨日总榜 - 下降5,娱乐场,在线途游(北京）科技有限公司,-
2024/3/10,178,756771906,测测,"Beijing Light For You Technology Co., Ltd.",相比昨日总榜 - 上升4,生活,-,-
2024/3/10,179,1387396500,足球在线4移动版,Tencent Mobile Games,相比昨日总榜 - 上升21,体育,深圳市腾讯计算机系统有限公司,-
2024/3/10,180,1612426573,梦想城镇 ,"Beijing Wei Wo Le Yuan Information and Technology Co., Ltd",相比昨日总榜 - 新进榜,模拟,-,-
2024/3/10,181,1363039920,伊对,北京米连科技有限公司,相比昨日总榜 - 上升9,社交,北京米连科技有限公司,-
2024/3/10,182,1438842875,跑跑卡丁车官方竞速版,Tencent Mobile Games,相比昨日总榜 - 下降25,动作,深圳市腾讯计算机系统有限公司,-
2024/3/10,183,6444941591,霸业,安徽盈趣网络科技有限公司,相比昨日总榜 - 下降24,卡牌,-,-
2024/3/10,184,1209898544,途游捕鱼,Tuyoo Online HK Limited,相比昨日总榜 - 下降4,娱乐场,在线途游(北京）科技有限公司,-
2024/3/10,185,6446884897,这城有良田,益世界网络科技(上海)有限公司,相比昨日总榜 - 上升3,角色扮演,-,-
2024/3/10,186,1477923015,捕鱼炸翻天,上海愉趣网络科技有限公司,相比昨日总榜 - 上升7,娱乐场,上海愉趣网络科技有限公司,-
2024/3/10,187,1562846889,捕鱼游戏王,"SHI YI NETWORK TECHNOLOGY (SHANGHAI) CO., LTD",相比昨日总榜 - 上升8,娱乐场,-,-
2024/3/10,188,1458466767,三国志幻想大陆 ,Lingxi Games Inc.,相比昨日总榜 - 新进榜,卡牌,广州灵犀互动娱乐有限公司,-
2024/3/10,189,1520143280,新仙魔九界,"SHI YI NETWORK TECHNOLOGY (SHANGHAI) CO., LTD",相比昨日总榜 - 上升10,角色扮演,-,-
2024/3/10,190,1599425438,奥比岛,雷霆游戏,相比昨日总榜 - 下降34,模拟,深圳雷霆信息技术有限公司,-
2024/3/10,191,6449214722,次神,Ark Game Limited,相比昨日总榜 - 下降23,角色扮演,-,-
2024/3/10,192,1336435685,和平营地,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 新进榜,社交,-,-
2024/3/10,193,1438499417,天涯明月刀,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 新进榜,角色扮演,-,-
2024/3/10,194,575846819,珍爱,"Shenzhen Zhenai.com Information Technology Co., Ltd.",相比昨日总榜 - 下降27,社交,深圳市珍爱网信息技术有限公司,-
2024/3/10,195,6448249135,守塔不能停,"Beijing Jingxi Interactive Technology Co., Ltd.",相比昨日总榜 - 下降12,卡牌,-,-
2024/3/10,196,6447928273,浮空秘境 ,Obsidian Games,相比昨日总榜 - 下降19,角色扮演,厦门魔兔网络科技有限公司,-
2024/3/10,197,6458733840,冒险岛,"Guangdong Xinghui Teamtop Interactive Entertainment Co., Ltd.",相比昨日总榜 - 下降5,角色扮演,广东星辉天拓互动娱乐有限公司,-
2024/3/10,198,6469091250,神州千食舫,雷霆游戏,相比昨日总榜 - 新进榜,休闲,深圳雷霆信息技术有限公司,-
2024/3/10,199,1601590204,开运麻将,Linzihuyu,相比昨日总榜 - 新进榜,卡牌,-,-
2024/3/10,200,1532699610,最佳球会,Gala Sports Technology Limited,相比昨日总榜 - 下降4,体育,深圳市望尘体育科技有限公司,-
