日期,排名,应用ID,应用名称,开发商,相比昨日,分类,公司名称,昨日下载量
2024/4/4,1,989673964,王者荣耀,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 无变化,动作,-,-
2024/4/4,2,1142110895,抖音,"Beijing Microlive Vision Technology Co., Ltd",相比昨日总榜 - 无变化,娱乐,北京字节跳动科技有限公司,-
2024/4/4,3,1321803705,和平精英,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 上升1,动作,-,-
2024/4/4,4,458318329,腾讯视频,Tencent Technology (Shenzhen) Company Limited,相比昨日总榜 - 上升2,娱乐,深圳市腾讯计算机系统有限公司,-
2024/4/4,5,1618911882,恋与深空,Paper Games,相比昨日总榜 - 下降2,模拟,芜湖叠纸网络科技有限公司,-
2024/4/4,6,1467190251,原神,miHoYo Games,相比昨日总榜 - 下降1,冒险,上海米哈游网络科技股份有限公司,-
2024/4/4,7,393765873,爱奇艺,QIYI,相比昨日总榜 - 上升4,娱乐,北京爱奇艺科技有限公司,-
2024/4/4,8,1478101301,金铲铲之战,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降1,卡牌,-,-
2024/4/4,9,414603431,QQ音乐 ,Tencent Technology (Shenzhen) Company Limited,相比昨日总榜 - 上升1,音乐,深圳市腾讯计算机系统有限公司,-
2024/4/4,10,1330863325,第五人格,网易移动游戏,相比昨日总榜 - 下降1,冒险,杭州网易雷火科技有限公司,-
2024/4/4,11,1523037824,崩坏,miHoYo Games,相比昨日总榜 - 下降3,角色扮演,上海米哈游网络科技股份有限公司,-
2024/4/4,12,1541570980,逆水寒,网易移动游戏,相比昨日总榜 - 无变化,角色扮演,杭州网易雷火科技有限公司,-
2024/4/4,13,1544884479,蛋仔派对,网易移动游戏,相比昨日总榜 - 上升7,家庭聚会,杭州网易雷火科技有限公司,-
2024/4/4,14,590338362,网易云音乐,杭州网易云音乐科技有限公司,相比昨日总榜 - 上升4,音乐,广州网易计算机系统有限公司,-
2024/4/4,15,940547441,梦幻西游,网易移动游戏,相比昨日总榜 - 下降1,动作,杭州网易雷火科技有限公司,-
2024/4/4,16,472208016,酷狗音乐,"KuGou Technology CO. , LTD",相比昨日总榜 - 上升3,音乐,广州酷狗计算机科技有限公司,-
2024/4/4,17,1042545880,穿越火线,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 无变化,策略,-,-
2024/4/4,18,1455054000,英雄联盟手游,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降3,动作,-,-
2024/4/4,19,407413403,三国杀,杭州游卡网络技术有限公司,相比昨日总榜 - 上升66,策略,杭州游卡网络技术有限公司,-
2024/4/4,20,336141475,优酷视频,Youku.com Inc.,相比昨日总榜 - 上升2,娱乐,优酷网络技术（北京）有限公司,-
2024/4/4,21,1525863146,捕鱼大作战,Tuyoo Online HK Limited,相比昨日总榜 - 无变化,模拟,在线途游(北京）科技有限公司,-
2024/4/4,22,887314963,BOSS直聘,北京华品博睿网络技术有限公司,相比昨日总榜 - 下降6,商务,北京华品博睿网络技术有限公司,-
2024/4/4,23,440948110,快手,"Beijing Kwai Technology Co., Ltd.",相比昨日总榜 - 无变化,摄影与录像,北京快手科技有限公司,-
2024/4/4,24,1552333447,以闪亮之名,祖龙游戏,相比昨日总榜 - 下降11,角色扮演,祖龙（天津）科技有限公司,-
2024/4/4,25,1632344522,元梦之星,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 上升93,竞速,-,-
2024/4/4,26,736536022,哔哩哔哩,bilibili,相比昨日总榜 - 无变化,娱乐,上海幻电信息科技有限公司,-
2024/4/4,27,1474572440,三国志·战略版,Lingxi Games Inc.,相比昨日总榜 - 下降2,模拟,广州灵犀互动娱乐有限公司,-
2024/4/4,28,1458072671,剪映 ,深圳市脸萌科技有限公司,相比昨日总榜 - 下降1,摄影与录像,深圳市脸萌科技有限公司,-
2024/4/4,29,1505445106,暗区突围,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 无变化,动作,-,-
2024/4/4,30,547166701,百度网盘,"Beijing Duyou Science and Technology Co.,Ltd.",相比昨日总榜 - 下降2,效率,-,-
2024/4/4,31,895670960,阴阳师,网易移动游戏,相比昨日总榜 - 下降7,策略,杭州网易雷火科技有限公司,-
2024/4/4,32,1235504705,QQ飞车,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 上升26,动作,-,-
2024/4/4,33,472885640,JJ斗地主,JJWorld(Beijing) Network Technology Company Limited,相比昨日总榜 - 无变化,桌面,竞技世界（北京）网络技术有限公司,-
2024/4/4,34,414478124,微信,WeChat,相比昨日总榜 - 下降3,社交,深圳市腾讯计算机系统有限公司,-
2024/4/4,35,791532221,开心消消乐®,乐元素,相比昨日总榜 - 下降3,休闲,乐元素科技（北京）股份有限公司,-
2024/4/4,36,6468898329,仙境传说,"Beijing Ruyi JIngxiu Network Technology Co., Ltd.",相比昨日总榜 - 上升3,角色扮演,-,-
2024/4/4,37,1160172628,夸克,广州市动悦信息技术有限公司,相比昨日总榜 - 下降1,工具,-,-
2024/4/4,38,955396648,火影忍者,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降1,动作,-,-
2024/4/4,39,1570790378,途游休闲捕鱼,TYSG Games,相比昨日总榜 - 下降5,娱乐场,-,-
2024/4/4,40,629774477,芒果TV,快乐阳光,相比昨日总榜 - 下降2,娱乐,湖南快乐阳光互动娱乐传媒有限公司,-
2024/4/4,41,1561105019,捕鱼大咖,游酷盛世科技(北京)有限公司,相比昨日总榜 - 下降1,娱乐场,-,-
2024/4/4,42,1219233424,QQ炫舞,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 上升7,音乐,-,-
2024/4/4,43,432274380,知乎,"Beijing Zhizhetianxia Technology Co., Ltd.",相比昨日总榜 - 下降2,社交,北京智者天下科技有限公司,-
2024/4/4,44,6474293468,向僵尸开炮,"Hainan Shengchang Network Technology Co., Ltd.",相比昨日总榜 - 上升12,策略,-,-
2024/4/4,45,1305599559,FC足球世界,Tencent Mobile Games,相比昨日总榜 - 上升58,体育,深圳市腾讯计算机系统有限公司,-
2024/4/4,46,909211092,率土之滨,网易移动游戏,相比昨日总榜 - 下降11,策略,杭州网易雷火科技有限公司,-
2024/4/4,47,1488410151,使命召唤手游,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 上升48,策略,-,-
2024/4/4,48,586871187,UC浏览器,UCWeb Mobile Private Limited,相比昨日总榜 - 下降2,工具,广州市动景计算机科技有限公司,-
2024/4/4,49,444934666,QQ,Tencent Technology (Shenzhen) Company Limited,相比昨日总榜 - 下降6,社交,深圳市腾讯计算机系统有限公司,-
2024/4/4,50,1033387365,倩女幽魂,网易移动游戏,相比昨日总榜 - 上升34,角色扮演,杭州网易雷火科技有限公司,-
2024/4/4,51,876336838,喜马拉雅「听书社区」电台有声小说相声评书,"Xi Da (Shanghai) Network Technology Co., Ltd.",相比昨日总榜 - 下降4,图书,上海喜马拉雅科技有限公司,-
