日期,排名,应用ID,应用名称,开发商,相比昨日,分类,公司名称,昨日下载量
2024/3/15,1,989673964,王者荣耀,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 无变化,动作,-,-
2024/3/15,2,1142110895,抖音,"Beijing Microlive Vision Technology Co., Ltd",相比昨日总榜 - 无变化,娱乐,北京字节跳动科技有限公司,-
2024/3/15,3,1321803705,和平精英,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 无变化,动作,-,-
2024/3/15,4,458318329,腾讯视频,Tencent Technology (Shenzhen) Company Limited,相比昨日总榜 - 上升1,娱乐,深圳市腾讯计算机系统有限公司,-
2024/3/15,5,414603431,QQ音乐 ,Tencent Technology (Shenzhen) Company Limited,相比昨日总榜 - 上升1,音乐,深圳市腾讯计算机系统有限公司,-
2024/3/15,6,1467190251,原神,miHoYo Games,相比昨日总榜 - 下降2,冒险,上海米哈游网络科技股份有限公司,-
2024/3/15,7,393765873,爱奇艺,QIYI,相比昨日总榜 - 无变化,娱乐,北京爱奇艺科技有限公司,-
2024/3/15,8,1282917929,幻唐志,"Guangzhou Duoyi Network Technology Co.,Ltd.",相比昨日总榜 - 上升66,策略,广州多益网络股份有限公司,-
2024/3/15,9,1541570980,逆水寒,网易移动游戏,相比昨日总榜 - 下降1,角色扮演,杭州网易雷火科技有限公司,-
2024/3/15,10,887314963,BOSS直聘,北京华品博睿网络技术有限公司,相比昨日总榜 - 下降1,商务,北京华品博睿网络技术有限公司,-
2024/3/15,11,590338362,网易云音乐,杭州网易云音乐科技有限公司,相比昨日总榜 - 无变化,音乐,广州网易计算机系统有限公司,-
2024/3/15,12,940547441,梦幻西游,网易移动游戏,相比昨日总榜 - 上升3,动作,杭州网易雷火科技有限公司,-
2024/3/15,13,1455054000,英雄联盟手游,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降3,动作,-,-
2024/3/15,14,336141475,优酷视频,Youku.com Inc.,相比昨日总榜 - 上升2,娱乐,优酷网络技术（北京）有限公司,-
2024/3/15,15,1525863146,捕鱼大作战,Tuyoo Online HK Limited,相比昨日总榜 - 下降2,模拟,在线途游(北京）科技有限公司,-
2024/3/15,16,472208016,酷狗音乐,"KuGou Technology CO. , LTD",相比昨日总榜 - 下降4,音乐,广州酷狗计算机科技有限公司,-
2024/3/15,17,1478101301,金铲铲之战,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降3,卡牌,-,-
2024/3/15,18,1632344522,元梦之星,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 上升66,竞速,-,-
2024/3/15,19,440948110,快手,"Beijing Kwai Technology Co., Ltd.",相比昨日总榜 - 下降2,摄影与录像,北京快手科技有限公司,-
2024/3/15,20,547166701,百度网盘,"Beijing Duyou Science and Technology Co.,Ltd.",相比昨日总榜 - 下降2,效率,-,-
2024/3/15,21,736536022,哔哩哔哩,bilibili,相比昨日总榜 - 下降1,娱乐,上海幻电信息科技有限公司,-
2024/3/15,22,1544884479,蛋仔派对,网易移动游戏,相比昨日总榜 - 上升9,家庭聚会,杭州网易雷火科技有限公司,-
2024/3/15,23,1458072671,剪映 ,深圳市脸萌科技有限公司,相比昨日总榜 - 下降2,摄影与录像,深圳市脸萌科技有限公司,-
2024/3/15,24,1474572440,三国志·战略版,Lingxi Games Inc.,相比昨日总榜 - 下降1,模拟,广州灵犀互动娱乐有限公司,-
2024/3/15,25,1042545880,穿越火线,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降6,策略,-,-
2024/3/15,26,955396648,火影忍者,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 上升2,动作,-,-
2024/3/15,27,472885640,JJ斗地主,JJWorld(Beijing) Network Technology Company Limited,相比昨日总榜 - 下降2,桌面,竞技世界（北京）网络技术有限公司,-
2024/3/15,28,791532221,开心消消乐®,乐元素,相比昨日总榜 - 下降4,休闲,乐元素科技（北京）股份有限公司,-
2024/3/15,29,414478124,微信,WeChat,相比昨日总榜 - 下降3,社交,深圳市腾讯计算机系统有限公司,-
2024/3/15,30,1618911882,恋与深空,Paper Games,相比昨日总榜 - 下降8,模拟,芜湖叠纸网络科技有限公司,-
2024/3/15,31,909211092,率土之滨,网易移动游戏,相比昨日总榜 - 上升1,策略,杭州网易雷火科技有限公司,-
2024/3/15,32,1160172628,夸克,广州市动悦信息技术有限公司,相比昨日总榜 - 下降5,工具,-,-
2024/3/15,33,1330863325,第五人格,网易移动游戏,相比昨日总榜 - 上升10,冒险,杭州网易雷火科技有限公司,-
2024/3/15,34,629774477,芒果TV,快乐阳光,相比昨日总榜 - 下降5,娱乐,湖南快乐阳光互动娱乐传媒有限公司,-
2024/3/15,35,432274380,知乎,"Beijing Zhizhetianxia Technology Co., Ltd.",相比昨日总榜 - 下降2,社交,北京智者天下科技有限公司,-
2024/3/15,36,1347776121,实况足球 ,网易移动游戏,相比昨日总榜 - 上升35,体育,杭州网易雷火科技有限公司,-
2024/3/15,37,1570790378,途游休闲捕鱼,TYSG Games,相比昨日总榜 - 下降7,娱乐场,-,-
2024/3/15,38,586871187,UC浏览器,UCWeb Mobile Private Limited,相比昨日总榜 - 下降3,工具,广州市动景计算机科技有限公司,-
2024/3/15,39,444934666,QQ,Tencent Technology (Shenzhen) Company Limited,相比昨日总榜 - 下降2,社交,深圳市腾讯计算机系统有限公司,-
2024/3/15,40,1523037824,崩坏,miHoYo Games,相比昨日总榜 - 下降4,角色扮演,上海米哈游网络科技股份有限公司,-
2024/3/15,41,1561105019,捕鱼大咖,游酷盛世科技(北京)有限公司,相比昨日总榜 - 下降7,娱乐场,-,-
2024/3/15,42,891616303,指尖四川麻将,"Shenzhen Zen-Game Technology CO.,LTD",相比昨日总榜 - 下降4,桌面,深圳市禅游科技股份有限公司,-
2024/3/15,43,1579028199,咸鱼之王,Hortor Games,相比昨日总榜 - 上升18,卡牌,北京豪腾嘉科科技有限公司,-
2024/3/15,44,446324234,欢乐斗地主,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降5,桌面,-,-
2024/3/15,45,6468993345,最强祖师,"Khorgos Xingjia Network Technology Co., Ltd",相比昨日总榜 - 下降5,模拟,-,-
2024/3/15,46,1235504705,QQ飞车,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降1,动作,-,-
2024/3/15,47,876336838,喜马拉雅「听书社区」电台有声小说相声评书,"Xi Da (Shanghai) Network Technology Co., Ltd.",相比昨日总榜 - 下降6,图书,上海喜马拉雅科技有限公司,-
2024/3/15,48,741292507,小红书 ,Xingin,相比昨日总榜 - 下降2,社交,行吟信息科技（上海）有限公司,-
2024/3/15,49,1126393139,狼人杀,"Langren World Network Co., Ltd",相比昨日总榜 - 上升74,社交,上海狼望网络科技有限公司,-
2024/3/15,50,1454663939,明日方舟,"Shanghai Hypergryph Network Technology Co., Ltd.",相比昨日总榜 - 下降8,卡牌,上海鹰角网络科技有限公司,-
