日期,排名,应用ID,应用名称,开发商,相比昨日,分类,公司名称,昨日下载量
2024/4/3,1,989673964,王者荣耀,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 无变化,动作,-,-
2024/4/3,2,1142110895,抖音,"Beijing Microlive Vision Technology Co., Ltd",相比昨日总榜 - 无变化,娱乐,北京字节跳动科技有限公司,-
2024/4/3,3,1618911882,恋与深空,Paper Games,相比昨日总榜 - 上升88,模拟,芜湖叠纸网络科技有限公司,-
2024/4/3,4,1321803705,和平精英,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降1,动作,-,-
2024/4/3,5,1467190251,原神,miHoYo Games,相比昨日总榜 - 下降1,冒险,上海米哈游网络科技股份有限公司,-
2024/4/3,6,458318329,腾讯视频,Tencent Technology (Shenzhen) Company Limited,相比昨日总榜 - 上升1,娱乐,深圳市腾讯计算机系统有限公司,-
2024/4/3,7,1478101301,金铲铲之战,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降2,卡牌,-,-
2024/4/3,8,1523037824,崩坏,miHoYo Games,相比昨日总榜 - 下降2,角色扮演,上海米哈游网络科技股份有限公司,-
2024/4/3,9,1330863325,第五人格,网易移动游戏,相比昨日总榜 - 上升15,冒险,杭州网易雷火科技有限公司,-
2024/4/3,10,414603431,QQ音乐 ,Tencent Technology (Shenzhen) Company Limited,相比昨日总榜 - 下降2,音乐,深圳市腾讯计算机系统有限公司,-
2024/4/3,11,393765873,爱奇艺,QIYI,相比昨日总榜 - 下降1,娱乐,北京爱奇艺科技有限公司,-
2024/4/3,12,1541570980,逆水寒,网易移动游戏,相比昨日总榜 - 下降3,角色扮演,杭州网易雷火科技有限公司,-
2024/4/3,13,1552333447,以闪亮之名,祖龙游戏,相比昨日总榜 - 上升135,角色扮演,祖龙（天津）科技有限公司,-
2024/4/3,14,940547441,梦幻西游,网易移动游戏,相比昨日总榜 - 下降1,动作,杭州网易雷火科技有限公司,-
