日期,排名,应用ID,应用名称,开发商,相比昨日,分类,公司名称,昨日下载量
2024/3/11,1,989673964,王者荣耀,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 无变化,动作,-,-
2024/3/11,2,1142110895,抖音,"Beijing Microlive Vision Technology Co., Ltd",相比昨日总榜 - 无变化,娱乐,北京字节跳动科技有限公司,-
2024/3/11,3,1321803705,和平精英,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 无变化,动作,-,-
2024/3/11,4,458318329,腾讯视频,Tencent Technology (Shenzhen) Company Limited,相比昨日总榜 - 无变化,娱乐,深圳市腾讯计算机系统有限公司,-
2024/3/11,5,414603431,QQ音乐 ,Tencent Technology (Shenzhen) Company Limited,相比昨日总榜 - 上升1,音乐,深圳市腾讯计算机系统有限公司,-
2024/3/11,6,393765873,爱奇艺,QIYI,相比昨日总榜 - 下降1,娱乐,北京爱奇艺科技有限公司,-
2024/3/11,7,1455054000,英雄联盟手游,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 无变化,动作,-,-
2024/3/11,8,1618911882,恋与深空,Paper Games,相比昨日总榜 - 上升62,模拟,芜湖叠纸网络科技有限公司,-
2024/3/11,9,1541570980,逆水寒,网易移动游戏,相比昨日总榜 - 上升8,角色扮演,杭州网易雷火科技有限公司,-
2024/3/11,10,590338362,网易云音乐,杭州网易云音乐科技有限公司,相比昨日总榜 - 下降1,音乐,广州网易计算机系统有限公司,-
2024/3/11,11,1478101301,金铲铲之战,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 上升3,卡牌,-,-
2024/3/11,12,887314963,BOSS直聘,北京华品博睿网络技术有限公司,相比昨日总榜 - 上升8,商务,北京华品博睿网络技术有限公司,-
2024/3/11,13,940547441,梦幻西游,网易移动游戏,相比昨日总榜 - 无变化,动作,杭州网易雷火科技有限公司,-
2024/3/11,14,472208016,酷狗音乐,"KuGou Technology CO. , LTD",相比昨日总榜 - 下降3,音乐,广州酷狗计算机科技有限公司,-
2024/3/11,15,1525863146,捕鱼大作战,Tuyoo Online HK Limited,相比昨日总榜 - 下降3,模拟,在线途游(北京）科技有限公司,-
2024/3/11,16,1042545880,穿越火线,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降8,策略,-,-
2024/3/11,17,336141475,优酷视频,Youku.com Inc.,相比昨日总榜 - 下降1,娱乐,优酷网络技术（北京）有限公司,-
2024/3/11,18,1474572440,三国志·战略版,Lingxi Games Inc.,相比昨日总榜 - 下降3,模拟,广州灵犀互动娱乐有限公司,-
2024/3/11,19,440948110,快手,"Beijing Kwai Technology Co., Ltd.",相比昨日总榜 - 无变化,摄影与录像,北京快手科技有限公司,-
2024/3/11,20,736536022,哔哩哔哩,bilibili,相比昨日总榜 - 下降2,娱乐,上海幻电信息科技有限公司,-
2024/3/11,21,1544884479,蛋仔派对,网易移动游戏,相比昨日总榜 - 下降11,家庭聚会,杭州网易雷火科技有限公司,-
2024/3/11,22,547166701,百度网盘,"Beijing Duyou Science and Technology Co.,Ltd.",相比昨日总榜 - 下降1,效率,-,-
2024/3/11,23,1458072671,剪映 ,深圳市脸萌科技有限公司,相比昨日总榜 - 无变化,摄影与录像,深圳市脸萌科技有限公司,-
2024/3/11,24,955396648,火影忍者,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降2,动作,-,-
2024/3/11,25,472885640,JJ斗地主,JJWorld(Beijing) Network Technology Company Limited,相比昨日总榜 - 上升2,桌面,竞技世界（北京）网络技术有限公司,-
