日期,排名,应用ID,应用名称,开发商,相比昨日,分类,公司名称,昨日下载量
2024/3/24,1,989673964,王者荣耀,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 无变化,动作,-,-
2024/3/24,2,1142110895,抖音,"Beijing Microlive Vision Technology Co., Ltd",相比昨日总榜 - 上升1,娱乐,北京字节跳动科技有限公司,-
2024/3/24,3,1321803705,和平精英,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 上升1,动作,-,-
2024/3/24,4,1042545880,穿越火线,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降2,策略,-,-
2024/3/24,5,458318329,腾讯视频,Tencent Technology (Shenzhen) Company Limited,相比昨日总榜 - 无变化,娱乐,深圳市腾讯计算机系统有限公司,-
2024/3/24,6,414603431,QQ音乐 ,Tencent Technology (Shenzhen) Company Limited,相比昨日总榜 - 无变化,音乐,深圳市腾讯计算机系统有限公司,-
2024/3/24,7,393765873,爱奇艺,QIYI,相比昨日总榜 - 无变化,娱乐,北京爱奇艺科技有限公司,-
2024/3/24,8,1544884479,蛋仔派对,网易移动游戏,相比昨日总榜 - 上升1,家庭聚会,杭州网易雷火科技有限公司,-
2024/3/24,9,1541570980,逆水寒,网易移动游戏,相比昨日总榜 - 下降1,角色扮演,杭州网易雷火科技有限公司,-
2024/3/24,10,940547441,梦幻西游,网易移动游戏,相比昨日总榜 - 无变化,动作,杭州网易雷火科技有限公司,-
2024/3/24,11,1474572440,三国志·战略版,Lingxi Games Inc.,相比昨日总榜 - 无变化,模拟,广州灵犀互动娱乐有限公司,-
2024/3/24,12,590338362,网易云音乐,杭州网易云音乐科技有限公司,相比昨日总榜 - 无变化,音乐,广州网易计算机系统有限公司,-
2024/3/24,13,472208016,酷狗音乐,"KuGou Technology CO. , LTD",相比昨日总榜 - 上升2,音乐,广州酷狗计算机科技有限公司,-
2024/3/24,14,887314963,BOSS直聘,北京华品博睿网络技术有限公司,相比昨日总榜 - 下降1,商务,北京华品博睿网络技术有限公司,-
2024/3/24,15,1525863146,捕鱼大作战,Tuyoo Online HK Limited,相比昨日总榜 - 上升1,模拟,在线途游(北京）科技有限公司,-
2024/3/24,16,336141475,优酷视频,Youku.com Inc.,相比昨日总榜 - 上升1,娱乐,优酷网络技术（北京）有限公司,-
2024/3/24,17,440948110,快手,"Beijing Kwai Technology Co., Ltd.",相比昨日总榜 - 上升2,摄影与录像,北京快手科技有限公司,-
2024/3/24,18,1478101301,金铲铲之战,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 无变化,卡牌,-,-
2024/3/24,19,736536022,哔哩哔哩,bilibili,相比昨日总榜 - 上升2,娱乐,上海幻电信息科技有限公司,-
2024/3/24,20,6474127167,世界之外,网易移动游戏,相比昨日总榜 - 下降6,卡牌,杭州网易雷火科技有限公司,-
2024/3/24,21,1455054000,英雄联盟手游,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降1,动作,-,-
2024/3/24,22,1458072671,剪映 ,深圳市脸萌科技有限公司,相比昨日总榜 - 无变化,摄影与录像,深圳市脸萌科技有限公司,-
2024/3/24,23,547166701,百度网盘,"Beijing Duyou Science and Technology Co.,Ltd.",相比昨日总榜 - 上升1,效率,-,-
2024/3/24,24,955396648,火影忍者,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 上升1,动作,-,-
2024/3/24,25,791532221,开心消消乐®,乐元素,相比昨日总榜 - 上升1,休闲,乐元素科技（北京）股份有限公司,-
2024/3/24,26,1523037824,崩坏,miHoYo Games,相比昨日总榜 - 上升3,角色扮演,上海米哈游网络科技股份有限公司,-
2024/3/24,27,1282917929,幻唐志,"Guangzhou Duoyi Network Technology Co.,Ltd.",相比昨日总榜 - 下降4,策略,广州多益网络股份有限公司,-
2024/3/24,28,414478124,微信,WeChat,相比昨日总榜 - 无变化,社交,深圳市腾讯计算机系统有限公司,-
2024/3/24,29,629774477,芒果TV,快乐阳光,相比昨日总榜 - 上升1,娱乐,湖南快乐阳光互动娱乐传媒有限公司,-
2024/3/24,30,1467190251,原神,miHoYo Games,相比昨日总榜 - 上升1,冒险,上海米哈游网络科技股份有限公司,-
