日期,排名,应用ID,应用名称,开发商,相比昨日,分类,公司名称,昨日下载量
2024/3/22,18,336141475,优酷视频,Youku.com Inc.,相比昨日总榜 - 下降3,娱乐,优酷网络技术（北京）有限公司,-
2024/3/22,19,1282917929,幻唐志,"Guangzhou Duoyi Network Technology Co.,Ltd.",相比昨日总榜 - 上升52,策略,广州多益网络股份有限公司,-
2024/3/22,20,440948110,快手,"Beijing Kwai Technology Co., Ltd.",相比昨日总榜 - 下降4,摄影与录像,北京快手科技有限公司,-
2024/3/22,21,1555236168,长安幻想,梦趣游戏,相比昨日总榜 - 上升70,策略,-,-
2024/3/22,22,736536022,哔哩哔哩,bilibili,相比昨日总榜 - 下降4,娱乐,上海幻电信息科技有限公司,-
2024/3/22,23,1458072671,剪映 ,深圳市脸萌科技有限公司,相比昨日总榜 - 下降3,摄影与录像,深圳市脸萌科技有限公司,-
2024/3/22,24,547166701,百度网盘,"Beijing Duyou Science and Technology Co.,Ltd.",相比昨日总榜 - 下降5,效率,-,-
2024/3/22,25,1474572440,三国志·战略版,Lingxi Games Inc.,相比昨日总榜 - 下降4,模拟,广州灵犀互动娱乐有限公司,-
2024/3/22,26,955396648,火影忍者,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 上升4,动作,-,-
2024/3/22,27,414478124,微信,WeChat,相比昨日总榜 - 下降4,社交,深圳市腾讯计算机系统有限公司,-
2024/3/22,28,1523037824,崩坏,miHoYo Games,相比昨日总榜 - 下降3,角色扮演,上海米哈游网络科技股份有限公司,-
2024/3/22,29,1156439976,心悦俱乐部,Tencent Technology (Shenzhen) Company Limited,相比昨日总榜 - 上升23,娱乐,深圳市腾讯计算机系统有限公司,-
2024/3/22,30,791532221,开心消消乐®,乐元素,相比昨日总榜 - 下降3,休闲,乐元素科技（北京）股份有限公司,-
2024/3/22,31,629774477,芒果TV,快乐阳光,相比昨日总榜 - 下降5,娱乐,湖南快乐阳光互动娱乐传媒有限公司,-
2024/3/22,32,1467190251,原神,miHoYo Games,相比昨日总榜 - 下降8,冒险,上海米哈游网络科技股份有限公司,-
2024/3/22,33,1219233424,QQ炫舞,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 上升36,音乐,-,-
2024/3/22,34,1235504705,QQ飞车,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 上升14,动作,-,-
2024/3/22,35,1570790378,途游休闲捕鱼,TYSG Games,相比昨日总榜 - 无变化,娱乐场,-,-
2024/3/22,36,472885640,JJ斗地主,JJWorld(Beijing) Network Technology Company Limited,相比昨日总榜 - 下降7,桌面,竞技世界（北京）网络技术有限公司,-
2024/3/22,37,909211092,率土之滨,网易移动游戏,相比昨日总榜 - 上升1,策略,杭州网易雷火科技有限公司,-
2024/3/22,38,1160172628,夸克,广州市动悦信息技术有限公司,相比昨日总榜 - 下降6,工具,-,-
2024/3/22,39,432274380,知乎,"Beijing Zhizhetianxia Technology Co., Ltd.",相比昨日总榜 - 下降6,社交,北京智者天下科技有限公司,-
2024/3/22,40,1330863325,第五人格,网易移动游戏,相比昨日总榜 - 下降18,冒险,杭州网易雷火科技有限公司,-
2024/3/22,41,1454663939,明日方舟,"Shanghai Hypergryph Network Technology Co., Ltd.",相比昨日总榜 - 下降13,卡牌,上海鹰角网络科技有限公司,-
2024/3/22,42,1561105019,捕鱼大咖,游酷盛世科技(北京)有限公司,相比昨日总榜 - 下降2,娱乐场,-,-
2024/3/22,43,1618911882,恋与深空,Paper Games,相比昨日总榜 - 下降2,模拟,芜湖叠纸网络科技有限公司,-
2024/3/22,44,586871187,UC浏览器,UCWeb Mobile Private Limited,相比昨日总榜 - 下降1,工具,广州市动景计算机科技有限公司,-
2024/3/22,45,1505445106,暗区突围,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 上升33,动作,-,-
2024/3/22,46,6446824119,新石器时代,上海鹿游网络科技有限公司,相比昨日总榜 - 下降9,策略,-,-
2024/3/22,47,444934666,QQ,Tencent Technology (Shenzhen) Company Limited,相比昨日总榜 - 下降2,社交,深圳市腾讯计算机系统有限公司,-
2024/3/22,48,891616303,指尖四川麻将,"Shenzhen Zen-Game Technology CO.,LTD",相比昨日总榜 - 下降4,桌面,深圳市禅游科技股份有限公司,-
2024/3/22,49,446324234,欢乐斗地主,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降3,桌面,-,-
2024/3/22,50,876336838,喜马拉雅「听书社区」电台有声小说相声评书,"Xi Da (Shanghai) Network Technology Co., Ltd.",相比昨日总榜 - 下降3,图书,上海喜马拉雅科技有限公司,-
2024/3/22,51,1632344522,元梦之星,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 上升39,竞速,-,-
2024/3/22,52,1582427876,桃源深处有人家 ,极光计划,相比昨日总榜 - 下降18,休闲,深圳市腾讯计算机系统有限公司,-
2024/3/22,53,741292507,小红书 ,Xingin,相比昨日总榜 - 下降3,社交,行吟信息科技（上海）有限公司,-
2024/3/22,54,1595603316,部落冲突 ,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降12,动作,-,-
2024/3/22,55,350962117,微博,SINA Corporation,相比昨日总榜 - 下降16,社交,北京微梦创科网络技术有限公司,-
2024/3/22,56,6468993345,最强祖师,"Khorgos Xingjia Network Technology Co., Ltd",相比昨日总榜 - 下降7,模拟,-,-
2024/3/22,57,1347776121,实况足球 ,网易移动游戏,相比昨日总榜 - 上升22,体育,杭州网易雷火科技有限公司,-
2024/3/22,58,1477031443,抖音极速版,"Beijing Microlive Vision Technology Co., Ltd",相比昨日总榜 - 下降5,娱乐,北京字节跳动科技有限公司,-
2024/3/22,59,1579028199,咸鱼之王,Hortor Games,相比昨日总榜 - 下降8,卡牌,北京豪腾嘉科科技有限公司,-
2024/3/22,60,407413403,三国杀,杭州游卡网络技术有限公司,相比昨日总榜 - 下降6,策略,杭州游卡网络技术有限公司,-
2024/3/22,61,1459358814,口袋奇兵,Topwar Studio,相比昨日总榜 - 下降4,角色扮演,北京江娱互动科技有限公司,-
2024/3/22,62,534174796,起点读书,起点中文网,相比昨日总榜 - 下降4,图书,上海玄霆娱乐信息科技有限公司,-
2024/3/22,63,1132257692,天龙八部手游,Tencent Mobile Games,相比昨日总榜 - 上升69,动作,深圳市腾讯计算机系统有限公司,-
2024/3/22,64,1031897589,问道,雷霆游戏,相比昨日总榜 - 下降1,角色扮演,深圳雷霆信息技术有限公司,-
2024/3/22,65,1500526240,醒图 ,深圳市脸萌科技有限公司,相比昨日总榜 - 下降6,摄影与录像,深圳市脸萌科技有限公司,-
2024/3/22,66,6470174481,三国云梦录,Shanghai Youzu Information Technology Corporation Limited,相比昨日总榜 - 上升20,卡牌,上海游族信息技术有限公司,-
2024/3/22,67,416048305,美图秀秀,"Xiamen Meitu Technology Co., Ltd.",相比昨日总榜 - 下降7,摄影与录像,厦门美图网科技有限公司,-
2024/3/22,68,6444558869,原始征途,巨人网络科技有限公司,相比昨日总榜 - 上升36,策略,上海巨人网络科技有限公司,-
2024/3/22,69,1032287195,Soul,Shanghai Soul Gate Technology Limited Corporation,相比昨日总榜 - 下降8,社交,上海任意门科技有限公司,-
2024/3/22,70,599852710,WPS Office ,金山办公软件,相比昨日总榜 - 下降8,效率,北京金山办公软件有限公司,-
2024/3/22,71,6476085746,龙迹之城,"Hong Kong Metaparty Entertainment Co., Limited",相比昨日总榜 - 下降7,动作,-,-
2024/3/22,72,1305599559,FC足球世界,Tencent Mobile Games,相比昨日总榜 - 下降7,体育,深圳市腾讯计算机系统有限公司,-
2024/3/22,73,1501671346,一念逍遥·剑修,雷霆游戏,相比昨日总榜 - 下降7,角色扮演,深圳雷霆信息技术有限公司,-
2024/3/22,74,1435567000,明日之后,网易移动游戏,相比昨日总榜 - 下降18,角色扮演,杭州网易雷火科技有限公司,-
2024/3/22,75,1501314785,途游斗地主,Tuyoo Online HK Limited,相比昨日总榜 - 下降5,卡牌,在线途游(北京）科技有限公司,-
2024/3/22,76,820847275,多乐够级,"Beijing Pengqu Technology Co.,Ltd.",相比昨日总榜 - 下降2,休闲,北京蓝色创想网络科技有限责任公司,-
2024/3/22,77,910513149,全民K歌,"Tencent Technology (Shanghai) Co., Ltd",相比昨日总榜 - 上升4,娱乐,深圳市腾讯计算机系统有限公司,-
2024/3/22,78,1559181149,晶核,"Beijing Zhaoxiguangnian Information Technology Co., Ltd",相比昨日总榜 - 下降11,角色扮演,北京朝夕光年信息技术有限公司,-
2024/3/22,79,1611712418,重返未来,Bluepoch Games,相比昨日总榜 - 下降24,角色扮演,-,-
2024/3/22,80,1628270358,弹壳特攻队,HABBY GAMES,相比昨日总榜 - 下降8,休闲,-,-
2024/3/22,81,388627783,扫描全能王,"INTSIG Information Co., Ltd",相比昨日总榜 - 上升2,效率,上海合合信息科技发展有限公司,-
2024/3/22,82,6474293468,向僵尸开炮,"Hainan Shengchang Network Technology Co., Ltd.",相比昨日总榜 - 无变化,策略,-,-
2024/3/22,83,6449218635,机甲战队,iDreamSky,相比昨日总榜 - 上升53,休闲,深圳市创梦天地科技有限公司,-
2024/3/22,84,1570403558,梦幻花园 ,iDreamSky,相比昨日总榜 - 下降7,模拟,深圳市创梦天地科技有限公司,-
2024/3/22,85,1033387365,倩女幽魂,网易移动游戏,相比昨日总榜 - 无变化,角色扮演,杭州网易雷火科技有限公司,-
2024/3/22,86,790133739,会玩 ,"Wuhan WoYou Network Technology Co.,Ltd.",相比昨日总榜 - 上升7,社交,武汉微派网络科技有限公司,-
2024/3/22,87,6471468360,斗罗大陆,"Guangzhou Zhongxu Shuke Information Technology Co., Ltd",相比昨日总榜 - 下降19,角色扮演,-,-
2024/3/22,88,6447610302,冒险岛,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降13,冒险,-,-
2024/3/22,89,952694580,Keep ,Keep,相比昨日总榜 - 下降5,健康健美,北京卡路里科技有限公司,-
2024/3/22,90,1665337957,鱼乐达人,游酷盛世科技(北京)有限公司,相比昨日总榜 - 下降2,娱乐场,-,-
2024/3/22,91,539988420,他趣,"Hubei Haibao Taqu Entertainment Technology Co., Ltd",相比昨日总榜 - 下降2,社交,厦门海豹他趣信息技术股份有限公司,-
2024/3/22,92,1596001475,重返帝国,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降19,模拟,-,-
2024/3/22,93,1015364140,大话西游,网易移动游戏,相比昨日总榜 - 下降6,角色扮演,杭州网易雷火科技有限公司,-
2024/3/22,94,1468454200,番茄小说 ,"Beijing Zhending Technology Co., Ltd.",相比昨日总榜 - 下降2,图书,北京臻鼎科技有限公司,-
2024/3/22,95,952059546,微信读书,Tencent Technology (Shenzhen) Company Limited,相比昨日总榜 - 下降1,图书,深圳市腾讯计算机系统有限公司,-
2024/3/22,96,1455833480,闪耀暖暖,Paper Games,相比昨日总榜 - 下降20,角色扮演,芜湖叠纸网络科技有限公司,-
2024/3/22,97,1488410151,使命召唤手游,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 上升21,策略,-,-
2024/3/22,98,6447541184,蔚蓝档案,上海星啸,相比昨日总榜 - 下降18,卡牌,-,-
2024/3/22,99,1102305688,王者营地,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降4,工具,-,-
2024/3/22,100,1489278985,乐乐捕鱼,YOOKU GAMES PTE. LTD.,相比昨日总榜 - 下降4,休闲,-,-
2024/3/22,101,689180123,腾讯欢乐麻将全集,Tencent Mobile Games,相比昨日总榜 - 下降1,桌面,深圳市腾讯计算机系统有限公司,-
2024/3/22,102,1632570713,乐鸿捕鱼,Linzihuyu,相比昨日总榜 - 上升5,休闲,-,-
2024/3/22,103,6470348464,荒野迷城,湖南草花互动网络科技有限公司,相比昨日总榜 - 上升2,卡牌,湖南草花互动网络科技有限公司,-
2024/3/22,104,1527968237,浮生忆玲珑,FriendTimes Inc.,相比昨日总榜 - 上升10,角色扮演,苏州好玩友网络科技有限公司,-
2024/3/22,105,996509117,球球大作战,巨人网络科技有限公司,相比昨日总榜 - 上升21,冒险,上海巨人网络科技有限公司,-
2024/3/22,106,6444853360,行侠仗义五千年,"Hainan Changqu Technology Co., Ltd",相比昨日总榜 - 上升4,冒险,-,-
2024/3/22,107,480079300,58同城,北京城市网邻信息技术有限公司,相比昨日总榜 - 下降6,生活,北京城市网邻信息技术有限公司,-
2024/3/22,108,1516567721,心遇,杭州网易云音乐科技有限公司,相比昨日总榜 - 无变化,社交,广州网易计算机系统有限公司,-
2024/3/22,109,1503319491,梦幻新诛仙,Perfect World Mobile,相比昨日总榜 - 上升75,角色扮演,-,-
2024/3/22,110,1472502819,快手极速版,华艺汇龙,相比昨日总榜 - 下降1,摄影与录像,北京华艺汇龙网络科技有限公司,-
2024/3/22,111,1475216610,牵手,"Tianjin Laifu Culture Development Co., Ltd.",相比昨日总榜 - 无变化,社交,-,-
2024/3/22,112,1234954076,红警OL,Tencent Mobile Games,相比昨日总榜 - 上升3,策略,深圳市腾讯计算机系统有限公司,-
2024/3/22,113,1258524226,恋与制作人,Paper Games,相比昨日总榜 - 下降11,游戏,芜湖叠纸网络科技有限公司,-
2024/3/22,114,787130974,咪咕视频,咪咕视讯科技有限公司,相比昨日总榜 - 上升6,娱乐,中国移动通信集团上海有限公司,-
2024/3/22,115,895670960,阴阳师,网易移动游戏,相比昨日总榜 - 下降9,策略,杭州网易雷火科技有限公司,-
2024/3/22,116,1232104244,乱世王者,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降4,策略,-,-
2024/3/22,117,1126393139,狼人杀,"Langren World Network Co., Ltd",相比昨日总榜 - 下降19,社交,上海狼望网络科技有限公司,-
2024/3/22,118,983122251,魂斗罗,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降19,角色扮演,-,-
2024/3/22,119,1629375316,冲呀,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降16,卡牌,-,-
2024/3/22,120,6446892071,冲啊原始人,Ohayoo,相比昨日总榜 - 上升15,卡牌,北京比特漫步科技有限公司,-
2024/3/22,121,1404192329,完美世界,Tencent Mobile Games,相比昨日总榜 - 上升8,角色扮演,深圳市腾讯计算机系统有限公司,-
2024/3/22,122,1498874997,巅峰极速,网易移动游戏,相比昨日总榜 - 下降6,竞速,杭州网易雷火科技有限公司,-
2024/3/22,123,1316322292,梦幻模拟战,"Shanghai Zishun Information Technology Co., Ltd.",相比昨日总榜 - 下降26,角色扮演,上海紫舜信息技术有限公司,-
2024/3/22,124,1602457380,石器时代,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降5,策略,-,-
2024/3/22,125,1093423753,雷速体育,雷速体育,相比昨日总榜 - 无变化,体育,上海炫体信息科技有限公司,-
2024/3/22,126,654897098,天天爱消除,Tencent Mobile Games,相比昨日总榜 - 上升24,益智解谜,深圳市腾讯计算机系统有限公司,-
2024/3/22,127,1616812439,合金弹头,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降6,角色扮演,-,-
2024/3/22,128,1605585211,汽水音乐 ,"Beijing Microlive Vision Technology Co., Ltd",相比昨日总榜 - 上升3,音乐,北京字节跳动科技有限公司,-
2024/3/22,129,861891048,探探,"Tantan Cultural Development (Beijing) Co., Ltd.",相比昨日总榜 - 下降5,社交,探探文化发展（北京）有限公司,-
2024/3/22,130,1504236603,荒野乱斗,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 上升8,动作,-,-
2024/3/22,131,491024740,驾考宝典,武汉驾考宝典信息服务有限公司,相比昨日总榜 - 下降4,教育,"Wuhan Mucang Technology Co., Ltd.",-
2024/3/22,132,1369855098,火影忍者,Tencent Mobile Games,相比昨日总榜 - 新进榜,角色扮演,深圳市腾讯计算机系统有限公司,-
2024/3/22,133,1086842482,新剑侠情缘,Tencent Mobile Games,相比昨日总榜 - 下降5,动作,深圳市腾讯计算机系统有限公司,-
2024/3/22,134,1637377185,超能世界,盛哲游戏,相比昨日总榜 - 上升13,卡牌,-,-
2024/3/22,135,1387396500,足球在线4移动版,Tencent Mobile Games,相比昨日总榜 - 新进榜,体育,深圳市腾讯计算机系统有限公司,-
2024/3/22,136,1016323413,得到,luojilab,相比昨日总榜 - 下降19,图书,得到（天津）文化传播有限公司,-
2024/3/22,137,1658241152,钢岚,"Shanghai Zishun Information Technology Co., Ltd.",相比昨日总榜 - 下降24,策略,上海紫舜信息技术有限公司,-
2024/3/22,138,1570403223,梦幻家园 ,iDreamSky,相比昨日总榜 - 下降4,益智解谜,深圳市创梦天地科技有限公司,-
2024/3/22,139,1439754823,光与夜之恋,Tencent Mobile Games,相比昨日总榜 - 上升2,模拟,深圳市腾讯计算机系统有限公司,-
2024/3/22,140,6449214722,次神,Ark Game Limited,相比昨日总榜 - 新进榜,角色扮演,-,-
2024/3/22,141,1552333447,以闪亮之名,祖龙游戏,相比昨日总榜 - 下降18,角色扮演,祖龙（天津）科技有限公司,-
2024/3/22,142,1612426573,梦想城镇 ,"Beijing Wei Wo Le Yuan Information and Technology Co., Ltd",相比昨日总榜 - 新进榜,模拟,-,-
2024/3/22,143,1593603378,全明星街球派对,网易移动游戏,相比昨日总榜 - 下降3,体育,杭州网易雷火科技有限公司,-
2024/3/22,144,1558453472,斗罗大陆,"Khorgas Zhifan Network Technology Co., Ltd.",相比昨日总榜 - 下降11,角色扮演,-,-
2024/3/22,145,588673713,酷我音乐,"Kuwo Tianjin Co., Ltd.",相比昨日总榜 - 无变化,音乐,北京酷我科技有限公司,-
2024/3/22,146,1519945981,万国觉醒 ,上海莉莉丝网络,相比昨日总榜 - 上升5,策略,上海莉莉丝网络科技有限公司,-
2024/3/22,147,1669437212,凡人修仙传,"Anhui Leihu Network Technology Co., Ltd.",相比昨日总榜 - 上升5,动作,-,-
2024/3/22,148,1512093373,航海王热血航线,"Beijing Zhaoxiguangnian Information Technology Co., Ltd",相比昨日总榜 - 下降6,角色扮演,北京朝夕光年信息技术有限公司,-
2024/3/22,149,6470340918,冒险大作战,"Guangzhou Shangchen Information Technology Co., Ltd",相比昨日总榜 - 下降19,角色扮演,-,-
2024/3/22,150,1180004118,最强NBA,Tencent Mobile Games,相比昨日总榜 - 新进榜,体育,深圳市腾讯计算机系统有限公司,-
2024/3/22,151,570060128,多邻国Duolingo英语日语法语,Duolingo,相比昨日总榜 - 下降8,教育,北京多邻国科技有限公司,-
2024/3/22,152,1507310279,未定事件簿,miHoYo Games,相比昨日总榜 - 新进榜,角色扮演,上海米哈游网络科技股份有限公司,-
2024/3/22,153,6448866237,众神派对,上海莉莉丝网络,相比昨日总榜 - 下降4,角色扮演,上海莉莉丝网络科技有限公司,-
2024/3/22,154,1088753863,诛仙,完美世界手游,相比昨日总榜 - 下降15,动作,完美世界控股集团有限公司,-
2024/3/22,155,919503025,掌上道聚城,Tencent Technology (Shenzhen) Company Limited,相比昨日总榜 - 新进榜,娱乐,深圳市腾讯计算机系统有限公司,-
2024/3/22,156,426340811,百度文库,"Beijing Baidu Netcom Science & Technology Co.,Ltd",相比昨日总榜 - 下降10,教育,百度在线网络技术（北京）有限公司,-
2024/3/22,157,906936224,快看漫画,"Kuaikan World (Beijing) Technology CO., LTD.",相比昨日总榜 - 下降9,图书,快看世界（北京）科技有限公司,-
2024/3/22,158,1492415639,指尖捕鱼,上海愉趣网络科技有限公司,相比昨日总榜 - 上升3,娱乐场,上海愉趣网络科技有限公司,-
2024/3/22,159,1670032934,云・逆水寒,网易移动游戏,相比昨日总榜 - 新进榜,角色扮演,杭州网易雷火科技有限公司,-
2024/3/22,160,957323480,米家,"Beijing Xiaomi Co., Ltd",相比昨日总榜 - 下降5,生活,北京小米科技有限责任公司,-
2024/3/22,161,448165862,MOMO陌陌,"Beijing Momo Technology Co., Ltd.",相比昨日总榜 - 下降8,社交,北京陌陌信息技术有限公司,-
2024/3/22,162,592331499,美颜相机,"Xiamen Meitu Technology Co., Ltd.",相比昨日总榜 - 下降3,摄影与录像,厦门美图网科技有限公司,-
2024/3/22,163,1503466530,迅雷,深圳市迅雷网络技术有限公司,相比昨日总榜 - 上升2,效率,深圳市迅雷网络技术有限公司,-
2024/3/22,164,1454353598,黎明觉醒,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降42,角色扮演,-,-
2024/3/22,165,1563187313,海王捕鱼,"Hainan Palm Entertainment Technology Co.,Ltd.",相比昨日总榜 - 下降3,娱乐场,-,-
2024/3/22,166,1108397779,Fate,Wuhu Sharejoy Network Technology Co.Ltd,相比昨日总榜 - 上升9,角色扮演,芜湖享游网络技术有限公司,-
2024/3/22,167,6447928273,浮空秘境 ,Obsidian Games,相比昨日总榜 - 上升28,角色扮演,厦门魔兔网络科技有限公司,-
2024/3/22,168,1426252715,哔哩哔哩漫画,"Shanghai Hehehe Culture Communication Co.,Ltd",相比昨日总榜 - 下降11,图书,上海幻电信息科技有限公司,-
2024/3/22,169,1449701587,无尽的拉格朗日,网易移动游戏,相比昨日总榜 - 新进榜,角色扮演,杭州网易雷火科技有限公司,-
2024/3/22,170,1281434850,狼人杀,网易移动游戏,相比昨日总榜 - 下降10,社交,杭州网易雷火科技有限公司,-
2024/3/22,171,793077082,小冰冰传奇,上海莉莉丝网络,相比昨日总榜 - 无变化,策略,上海莉莉丝网络科技有限公司,-
2024/3/22,172,487608658,QQ阅读,Tencent Mobile Games,相比昨日总榜 - 下降6,图书,深圳市腾讯计算机系统有限公司,-
2024/3/22,173,6447745041,新仙剑奇侠传之挥剑问情,"CDQcplay Interactive Technology Co., Ltd.",相比昨日总榜 - 新进榜,角色扮演,-,-
2024/3/22,174,963152777,帆书,"Shanghai Soybean Network Technology Co., Ltd.",相比昨日总榜 - 下降18,图书,上海黄豆网络科技有限公司,-
2024/3/22,175,673128426,Blued,"Beijing Bluecity Culture And Media Co., Ltd.",相比昨日总榜 - 下降5,社交,-,-
2024/3/22,176,1488717505,星球,"Beijing Zhaoxiguangnian Information Technology Co., Ltd",相比昨日总榜 - 下降39,角色扮演,北京朝夕光年信息技术有限公司,-
2024/3/22,177,1577731637,完美世界,Shanghai Perfect World,相比昨日总榜 - 下降33,角色扮演,-,-
2024/3/22,178,1344733855,光·遇,网易移动游戏,相比昨日总榜 - 下降20,家庭聚会,杭州网易雷火科技有限公司,-
2024/3/22,179,1477923015,捕鱼炸翻天,上海愉趣网络科技有限公司,相比昨日总榜 - 下降6,娱乐场,上海愉趣网络科技有限公司,-
2024/3/22,180,570608623,腾讯体育,Tencent Technology (Beijing) Company Limited,相比昨日总榜 - 下降13,体育,深圳市腾讯计算机系统有限公司,-
2024/3/22,181,1579028465,肥鹅健身房,Hortor Games,相比昨日总榜 - 下降17,益智解谜,北京豪腾嘉科科技有限公司,-
2024/3/22,182,756771906,测测,"Beijing Light For You Technology Co., Ltd.",相比昨日总榜 - 下降14,生活,-,-
2024/3/22,183,1209898544,途游捕鱼,Tuyoo Online HK Limited,相比昨日总榜 - 下降7,娱乐场,在线途游(北京）科技有限公司,-
2024/3/22,184,483330461,英雄杀,Tencent Mobile Games,相比昨日总榜 - 下降21,卡牌,深圳市腾讯计算机系统有限公司,-
2024/3/22,185,1468244744,爱聊,"Shenzhen Jinyun Network Technology Co., Ltd",相比昨日总榜 - 下降8,社交,-,-
2024/3/22,186,1444310665,攻城掠地,"Shanghai Game Reign Network Technology Co., Ltd.",相比昨日总榜 - 新进榜,冒险,锐战科技（上海）有限公司,-
2024/3/22,187,6444941591,霸业,安徽盈趣网络科技有限公司,相比昨日总榜 - 下降33,卡牌,-,-
2024/3/22,188,6466783172,雷索纳斯,"Shanghai Leiyu Network Technology Co.,Ltd.",相比昨日总榜 - 下降16,冒险,-,-
2024/3/22,189,1472343551,青藤之恋,"Wuhan Weipai Network Technology Co., Ltd.",相比昨日总榜 - 下降11,社交,武汉微派网络科技有限公司,-
2024/3/22,190,1020109860,皇家捕鱼电玩城,"International Games System Co., Ltd.",相比昨日总榜 - 上升6,休闲,-,-
2024/3/22,191,1448089228,掼蛋,杭州齐盛网络技术有限公司,相比昨日总榜 - 下降2,桌面,杭州齐盛网络技术有限公司,-
2024/3/22,192,966807283,晋江小说阅读,北京晋江原创网络科技有限公司,相比昨日总榜 - 下降13,图书,北京晋江原创网络科技有限公司,-
2024/3/22,193,6444719214,战火勋章,上海莉莉丝网络,相比昨日总榜 - 下降24,策略,上海莉莉丝网络科技有限公司,-
2024/3/22,194,1641054011,趣拍 ,"Huizhou Youjuan Network Technology Co., Ltd",相比昨日总榜 - 无变化,娱乐,-,-
2024/3/22,195,1363039920,伊对,北京米连科技有限公司,相比昨日总榜 - 下降13,社交,北京米连科技有限公司,-
2024/3/22,196,1520143280,新仙魔九界,"SHI YI NETWORK TECHNOLOGY (SHANGHAI) CO., LTD",相比昨日总榜 - 下降6,角色扮演,-,-
2024/3/22,197,1484048379,腾讯会议,"Tencent Technology (Shanghai) Co., Ltd",相比昨日总榜 - 下降11,商务,深圳市腾讯计算机系统有限公司,-
2024/3/22,198,6469091250,神州千食舫,雷霆游戏,相比昨日总榜 - 下降13,休闲,深圳雷霆信息技术有限公司,-
2024/3/22,199,1503642891,富豪麻将,Tuyoo Online HK Limited,相比昨日总榜 - 下降16,娱乐场,在线途游(北京）科技有限公司,-
