日期,排名,应用ID,应用名称,开发商,相比昨日,分类,公司名称,昨日下载量
2024/4/5,16,472208016,酷狗音乐,"KuGou Technology CO. , LTD",相比昨日总榜 - 无变化,音乐,广州酷狗计算机科技有限公司,-
2024/4/5,17,1541570980,逆水寒,网易移动游戏,相比昨日总榜 - 下降5,角色扮演,杭州网易雷火科技有限公司,-
2024/4/5,18,336141475,优酷视频,Youku.com Inc.,相比昨日总榜 - 上升2,娱乐,优酷网络技术（北京）有限公司,-
2024/4/5,19,1042545880,穿越火线,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降2,策略,-,-
2024/4/5,20,1595603316,部落冲突 ,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 上升48,动作,-,-
2024/4/5,21,1525863146,捕鱼大作战,Tuyoo Online HK Limited,相比昨日总榜 - 无变化,模拟,在线途游(北京）科技有限公司,-
2024/4/5,22,1455054000,英雄联盟手游,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降4,动作,-,-
2024/4/5,23,440948110,快手,"Beijing Kwai Technology Co., Ltd.",相比昨日总榜 - 无变化,摄影与录像,北京快手科技有限公司,-
2024/4/5,24,887314963,BOSS直聘,北京华品博睿网络技术有限公司,相比昨日总榜 - 下降2,商务,北京华品博睿网络技术有限公司,-
2024/4/5,25,1474572440,三国志·战略版,Lingxi Games Inc.,相比昨日总榜 - 上升2,模拟,广州灵犀互动娱乐有限公司,-
2024/4/5,26,736536022,哔哩哔哩,bilibili,相比昨日总榜 - 无变化,娱乐,上海幻电信息科技有限公司,-
2024/4/5,27,407413403,三国杀,杭州游卡网络技术有限公司,相比昨日总榜 - 下降8,策略,杭州游卡网络技术有限公司,-
2024/4/5,28,1458072671,剪映 ,深圳市脸萌科技有限公司,相比昨日总榜 - 无变化,摄影与录像,深圳市脸萌科技有限公司,-
2024/4/5,29,547166701,百度网盘,"Beijing Duyou Science and Technology Co.,Ltd.",相比昨日总榜 - 上升1,效率,-,-
2024/4/5,30,1235504705,QQ飞车,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 上升2,动作,-,-
2024/4/5,31,1505445106,暗区突围,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降2,动作,-,-
2024/4/5,32,1632344522,元梦之星,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降7,竞速,-,-
2024/4/5,33,1552333447,以闪亮之名,祖龙游戏,相比昨日总榜 - 下降9,角色扮演,祖龙（天津）科技有限公司,-
2024/4/5,34,791532221,开心消消乐®,乐元素,相比昨日总榜 - 上升1,休闲,乐元素科技（北京）股份有限公司,-
2024/4/5,35,629774477,芒果TV,快乐阳光,相比昨日总榜 - 上升5,娱乐,湖南快乐阳光互动娱乐传媒有限公司,-
2024/4/5,36,472885640,JJ斗地主,JJWorld(Beijing) Network Technology Company Limited,相比昨日总榜 - 下降3,桌面,竞技世界（北京）网络技术有限公司,-
2024/4/5,37,414478124,微信,WeChat,相比昨日总榜 - 下降3,社交,深圳市腾讯计算机系统有限公司,-
2024/4/5,38,895670960,阴阳师,网易移动游戏,相比昨日总榜 - 下降7,策略,杭州网易雷火科技有限公司,-
2024/4/5,39,1160172628,夸克,广州市动悦信息技术有限公司,相比昨日总榜 - 下降2,工具,-,-
2024/4/5,40,1570790378,途游休闲捕鱼,TYSG Games,相比昨日总榜 - 下降1,娱乐场,-,-
2024/4/5,41,1561105019,捕鱼大咖,游酷盛世科技(北京)有限公司,相比昨日总榜 - 无变化,娱乐场,-,-
2024/4/5,42,6468898329,仙境传说,"Beijing Ruyi JIngxiu Network Technology Co., Ltd.",相比昨日总榜 - 下降6,角色扮演,-,-
2024/4/5,43,432274380,知乎,"Beijing Zhizhetianxia Technology Co., Ltd.",相比昨日总榜 - 无变化,社交,北京智者天下科技有限公司,-
2024/4/5,44,6474293468,向僵尸开炮,"Hainan Shengchang Network Technology Co., Ltd.",相比昨日总榜 - 无变化,策略,-,-
2024/4/5,45,586871187,UC浏览器,UCWeb Mobile Private Limited,相比昨日总榜 - 上升3,工具,广州市动景计算机科技有限公司,-
2024/4/5,46,6443461229,射雕,网易移动游戏,相比昨日总榜 - 上升11,冒险,杭州网易雷火科技有限公司,-
2024/4/5,47,909211092,率土之滨,网易移动游戏,相比昨日总榜 - 下降1,策略,杭州网易雷火科技有限公司,-
2024/4/5,48,876336838,喜马拉雅「听书社区」电台有声小说相声评书,"Xi Da (Shanghai) Network Technology Co., Ltd.",相比昨日总榜 - 上升3,图书,上海喜马拉雅科技有限公司,-
2024/4/5,49,446324234,欢乐斗地主,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 上升4,桌面,-,-
2024/4/5,50,444934666,QQ,Tencent Technology (Shenzhen) Company Limited,相比昨日总榜 - 下降1,社交,深圳市腾讯计算机系统有限公司,-
2024/4/5,51,1282917929,幻唐志,"Guangzhou Duoyi Network Technology Co.,Ltd.",相比昨日总榜 - 上升4,策略,广州多益网络股份有限公司,-
2024/4/5,52,891616303,指尖四川麻将,"Shenzhen Zen-Game Technology CO.,LTD",相比昨日总榜 - 无变化,桌面,深圳市禅游科技股份有限公司,-
2024/4/5,53,1488410151,使命召唤手游,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降6,策略,-,-
2024/4/5,54,1305599559,FC足球世界,Tencent Mobile Games,相比昨日总榜 - 下降9,体育,深圳市腾讯计算机系统有限公司,-
2024/4/5,55,1033387365,倩女幽魂,网易移动游戏,相比昨日总榜 - 下降5,角色扮演,杭州网易雷火科技有限公司,-
2024/4/5,56,1219233424,QQ炫舞,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降14,音乐,-,-
2024/4/5,57,1500526240,醒图 ,深圳市脸萌科技有限公司,相比昨日总榜 - 上升8,摄影与录像,深圳市脸萌科技有限公司,-
2024/4/5,58,416048305,美图秀秀,"Xiamen Meitu Technology Co., Ltd.",相比昨日总榜 - 上升8,摄影与录像,厦门美图网科技有限公司,-
2024/4/5,59,1477031443,抖音极速版,"Beijing Microlive Vision Technology Co., Ltd",相比昨日总榜 - 上升1,娱乐,北京字节跳动科技有限公司,-
2024/4/5,60,1032287195,Soul,Shanghai Soul Gate Technology Limited Corporation,相比昨日总榜 - 上升7,社交,上海任意门科技有限公司,-
2024/4/5,61,350962117,微博,SINA Corporation,相比昨日总榜 - 下降2,社交,北京微梦创科网络技术有限公司,-
2024/4/5,62,6468993345,最强祖师,"Khorgos Xingjia Network Technology Co., Ltd",相比昨日总榜 - 上升1,模拟,-,-
2024/4/5,63,1579028199,咸鱼之王,Hortor Games,相比昨日总榜 - 上升18,卡牌,北京豪腾嘉科科技有限公司,-
2024/4/5,64,741292507,小红书 ,Xingin,相比昨日总榜 - 上升5,社交,行吟信息科技（上海）有限公司,-
2024/4/5,65,6467185383,斗破苍穹,阅娱,相比昨日总榜 - 下降3,角色扮演,-,-
2024/4/5,66,1665337957,鱼乐达人,游酷盛世科技(北京)有限公司,相比昨日总榜 - 上升5,娱乐场,-,-
2024/4/5,67,6447610302,冒险岛,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降9,冒险,-,-
2024/4/5,68,534174796,起点读书,起点中文网,相比昨日总榜 - 上升4,图书,上海玄霆娱乐信息科技有限公司,-
2024/4/5,69,1347776121,实况足球 ,网易移动游戏,相比昨日总榜 - 下降5,体育,杭州网易雷火科技有限公司,-
2024/4/5,70,1031897589,问道,雷霆游戏,相比昨日总榜 - 上升4,角色扮演,深圳雷霆信息技术有限公司,-
2024/4/5,71,1501671346,一念逍遥·剑修,雷霆游戏,相比昨日总榜 - 下降10,角色扮演,深圳雷霆信息技术有限公司,-
2024/4/5,72,6450349915,森之国度,Lingxi Games Inc.,相比昨日总榜 - 下降16,角色扮演,广州灵犀互动娱乐有限公司,-
2024/4/5,73,6476085746,龙迹之城,"Hong Kong Metaparty Entertainment Co., Limited",相比昨日总榜 - 上升2,动作,-,-
2024/4/5,74,1559181149,晶核,"Beijing Zhaoxiguangnian Information Technology Co., Ltd",相比昨日总榜 - 下降4,角色扮演,北京朝夕光年信息技术有限公司,-
2024/4/5,75,1503319491,梦幻新诛仙,Perfect World Mobile,相比昨日总榜 - 上升37,角色扮演,-,-
2024/4/5,76,820847275,多乐够级,"Beijing Pengqu Technology Co.,Ltd.",相比昨日总榜 - 上升2,休闲,北京蓝色创想网络科技有限责任公司,-
2024/4/5,77,1156439976,心悦俱乐部,Tencent Technology (Shenzhen) Company Limited,相比昨日总榜 - 上升3,娱乐,深圳市腾讯计算机系统有限公司,-
2024/4/5,78,1015364140,大话西游,网易移动游戏,相比昨日总榜 - 上升10,角色扮演,杭州网易雷火科技有限公司,-
2024/4/5,79,1102305688,王者营地,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 上升3,工具,-,-
2024/4/5,80,910513149,全民K歌,"Tencent Technology (Shanghai) Co., Ltd",相比昨日总榜 - 上升6,娱乐,深圳市腾讯计算机系统有限公司,-
2024/4/5,81,1126393139,狼人杀,"Langren World Network Co., Ltd",相比昨日总榜 - 下降4,社交,上海狼望网络科技有限公司,-
2024/4/5,82,1501314785,途游斗地主,Tuyoo Online HK Limited,相比昨日总榜 - 上升1,卡牌,在线途游(北京）科技有限公司,-
2024/4/5,83,1498874997,巅峰极速,网易移动游戏,相比昨日总榜 - 下降10,竞速,杭州网易雷火科技有限公司,-
2024/4/5,84,6474127167,世界之外,网易移动游戏,相比昨日总榜 - 下降30,卡牌,杭州网易雷火科技有限公司,-
2024/4/5,85,599852710,WPS Office ,金山办公软件,相比昨日总榜 - 无变化,效率,北京金山办公软件有限公司,-
2024/4/5,86,6459021479,航海王,雷霆游戏,相比昨日总榜 - 下降7,卡牌,深圳雷霆信息技术有限公司,-
2024/4/5,87,1570403558,梦幻花园 ,iDreamSky,相比昨日总榜 - 下降3,模拟,深圳市创梦天地科技有限公司,-
2024/4/5,88,1389650592,三国杀十周年,杭州游卡网络技术有限公司,相比昨日总榜 - 上升1,卡牌,杭州游卡网络技术有限公司,-
2024/4/5,89,1459358814,口袋奇兵,Topwar Studio,相比昨日总榜 - 下降2,角色扮演,北京江娱互动科技有限公司,-
2024/4/5,90,6449214722,次神,Ark Game Limited,相比昨日总榜 - 上升1,角色扮演,-,-
2024/4/5,91,996509117,球球大作战,巨人网络科技有限公司,相比昨日总榜 - 上升5,冒险,上海巨人网络科技有限公司,-
2024/4/5,92,952694580,Keep ,Keep,相比昨日总榜 - 上升1,健康健美,北京卡路里科技有限公司,-
2024/4/5,93,1437734007,游戏王,网易移动游戏,相比昨日总榜 - 下降17,卡牌,杭州网易雷火科技有限公司,-
2024/4/5,94,1596001475,重返帝国,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 上升48,模拟,-,-
2024/4/5,95,952059546,微信读书,Tencent Technology (Shenzhen) Company Limited,相比昨日总榜 - 无变化,图书,深圳市腾讯计算机系统有限公司,-
2024/4/5,96,1468454200,番茄小说 ,"Beijing Zhending Technology Co., Ltd.",相比昨日总榜 - 上升3,图书,北京臻鼎科技有限公司,-
2024/4/5,97,6444558869,原始征途,巨人网络科技有限公司,相比昨日总榜 - 上升3,策略,上海巨人网络科技有限公司,-
2024/4/5,98,1555236168,长安幻想,梦趣游戏,相比昨日总榜 - 上升3,策略,-,-
2024/4/5,99,6470348464,荒野迷城,湖南草花互动网络科技有限公司,相比昨日总榜 - 上升5,卡牌,湖南草花互动网络科技有限公司,-
2024/4/5,100,539988420,他趣,"Hubei Haibao Taqu Entertainment Technology Co., Ltd",相比昨日总榜 - 上升2,社交,厦门海豹他趣信息技术股份有限公司,-
2024/4/5,101,790133739,会玩 ,"Wuhan WoYou Network Technology Co.,Ltd.",相比昨日总榜 - 下降4,社交,武汉微派网络科技有限公司,-
2024/4/5,102,1344733855,光·遇,网易移动游戏,相比昨日总榜 - 上升11,家庭聚会,杭州网易雷火科技有限公司,-
2024/4/5,103,1472502819,快手极速版,华艺汇龙,相比昨日总榜 - 上升7,摄影与录像,北京华艺汇龙网络科技有限公司,-
2024/4/5,104,1632570713,乐鸿捕鱼,Linzihuyu,相比昨日总榜 - 上升5,休闲,-,-
2024/4/5,105,388627783,扫描全能王,"INTSIG Information Co., Ltd",相比昨日总榜 - 下降2,效率,上海合合信息科技发展有限公司,-
2024/4/5,106,1504236603,荒野乱斗,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降14,动作,-,-
2024/4/5,107,1595603720,部落冲突,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 上升1,动作,-,-
2024/4/5,108,1489278985,乐乐捕鱼,YOOKU GAMES PTE. LTD.,相比昨日总榜 - 下降1,休闲,-,-
2024/4/5,109,967741086,拳皇98终极之战OL,Tencent Mobile Games,相比昨日总榜 - 新进榜,角色扮演,深圳市腾讯计算机系统有限公司,-
2024/4/5,110,1475216610,牵手,"Tianjin Laifu Culture Development Co., Ltd.",相比昨日总榜 - 上升8,社交,-,-
2024/4/5,111,1086842482,新剑侠情缘,Tencent Mobile Games,相比昨日总榜 - 下降5,动作,深圳市腾讯计算机系统有限公司,-
2024/4/5,112,1454663939,明日方舟,"Shanghai Hypergryph Network Technology Co., Ltd.",相比昨日总榜 - 下降14,卡牌,上海鹰角网络科技有限公司,-
2024/4/5,113,6449218635,机甲战队,iDreamSky,相比昨日总榜 - 上升14,休闲,深圳市创梦天地科技有限公司,-
2024/4/5,114,1628270358,弹壳特攻队,HABBY GAMES,相比昨日总榜 - 下降9,休闲,-,-
2024/4/5,115,1435567000,明日之后,网易移动游戏,相比昨日总榜 - 下降21,角色扮演,杭州网易雷火科技有限公司,-
2024/4/5,116,1439754823,光与夜之恋,Tencent Mobile Games,相比昨日总榜 - 下降26,模拟,深圳市腾讯计算机系统有限公司,-
2024/4/5,117,1404192329,完美世界,Tencent Mobile Games,相比昨日总榜 - 上升2,角色扮演,深圳市腾讯计算机系统有限公司,-
2024/4/5,118,1602457380,石器时代,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降1,策略,-,-
2024/4/5,119,689180123,腾讯欢乐麻将全集,Tencent Mobile Games,相比昨日总榜 - 上升2,桌面,深圳市腾讯计算机系统有限公司,-
2024/4/5,120,6476966808,武侠大明星,星火成炬工作室,相比昨日总榜 - 下降9,卡牌,-,-
2024/4/5,121,1516567721,心遇,杭州网易云音乐科技有限公司,相比昨日总榜 - 上升2,社交,广州网易计算机系统有限公司,-
2024/4/5,122,654897098,天天爱消除,Tencent Mobile Games,相比昨日总榜 - 上升22,益智解谜,深圳市腾讯计算机系统有限公司,-
2024/4/5,123,787130974,咪咕视频,咪咕视讯科技有限公司,相比昨日总榜 - 上升3,娱乐,中国移动通信集团上海有限公司,-
2024/4/5,124,1089795423,一梦江湖,网易移动游戏,相比昨日总榜 - 新进榜,冒险,杭州网易雷火科技有限公司,-
2024/4/5,125,6444853360,行侠仗义五千年,"Hainan Changqu Technology Co., Ltd",相比昨日总榜 - 无变化,冒险,-,-
2024/4/5,126,1558453472,斗罗大陆,"Khorgas Zhifan Network Technology Co., Ltd.",相比昨日总榜 - 下降12,角色扮演,-,-
2024/4/5,127,1637377185,超能世界,盛哲游戏,相比昨日总榜 - 下降7,卡牌,-,-
2024/4/5,128,1519945981,万国觉醒 ,上海莉莉丝网络,相比昨日总榜 - 下降4,策略,上海莉莉丝网络科技有限公司,-
2024/4/5,129,1037198513,三国杀OL,杭州游卡网络技术有限公司,相比昨日总榜 - 下降7,桌面,杭州游卡网络技术有限公司,-
2024/4/5,130,6471468360,斗罗大陆,"Guangzhou Zhongxu Shuke Information Technology Co., Ltd",相比昨日总榜 - 下降14,角色扮演,-,-
2024/4/5,131,1527968237,浮生忆玲珑,FriendTimes Inc.,相比昨日总榜 - 无变化,角色扮演,苏州好玩友网络科技有限公司,-
2024/4/5,132,861891048,探探,"Tantan Cultural Development (Beijing) Co., Ltd.",相比昨日总榜 - 上升3,社交,探探文化发展（北京）有限公司,-
2024/4/5,133,1605585211,汽水音乐 ,"Beijing Microlive Vision Technology Co., Ltd",相比昨日总榜 - 上升1,音乐,北京字节跳动科技有限公司,-
2024/4/5,134,1093423753,雷速体育,雷速体育,相比昨日总榜 - 上升4,体育,上海炫体信息科技有限公司,-
2024/4/5,135,1616812439,合金弹头,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 上升16,角色扮演,-,-
2024/4/5,136,1143402987,崩坏3,miHoYo Games,相比昨日总榜 - 新进榜,动作,上海米哈游网络科技股份有限公司,-
2024/4/5,137,983122251,魂斗罗,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 上升2,角色扮演,-,-
2024/4/5,138,1507966188,最强蜗牛,"Qcplay Digital Co., Ltd.",相比昨日总榜 - 新进榜,冒险,厦门青瓷数码技术有限公司,-
2024/4/5,139,480079300,58同城,北京城市网邻信息技术有限公司,相比昨日总榜 - 上升4,生活,北京城市网邻信息技术有限公司,-
2024/4/5,140,6446824119,新石器时代,上海鹿游网络科技有限公司,相比昨日总榜 - 下降12,策略,-,-
2024/4/5,141,483330461,英雄杀,Tencent Mobile Games,相比昨日总榜 - 下降9,卡牌,深圳市腾讯计算机系统有限公司,-
2024/4/5,142,570608623,腾讯体育,Tencent Technology (Beijing) Company Limited,相比昨日总榜 - 上升16,体育,深圳市腾讯计算机系统有限公司,-
2024/4/5,143,1593603378,全明星街球派对,网易移动游戏,相比昨日总榜 - 上升3,体育,杭州网易雷火科技有限公司,-
2024/4/5,144,1108397779,Fate,Wuhu Sharejoy Network Technology Co.Ltd,相比昨日总榜 - 下降15,角色扮演,芜湖享游网络技术有限公司,-
2024/4/5,145,1232104244,乱世王者,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降4,策略,-,-
2024/4/5,146,1570403223,梦幻家园 ,iDreamSky,相比昨日总榜 - 下降13,益智解谜,深圳市创梦天地科技有限公司,-
2024/4/5,147,1455833480,闪耀暖暖,Paper Games,相比昨日总榜 - 下降32,角色扮演,芜湖叠纸网络科技有限公司,-
2024/4/5,148,1520143280,新仙魔九界,"SHI YI NETWORK TECHNOLOGY (SHANGHAI) CO., LTD",相比昨日总榜 - 上升1,角色扮演,-,-
2024/4/5,149,1669437212,凡人修仙传,"Anhui Leihu Network Technology Co., Ltd.",相比昨日总榜 - 上升25,动作,-,-
2024/4/5,150,6446892071,冲啊原始人,Ohayoo,相比昨日总榜 - 上升33,卡牌,北京比特漫步科技有限公司,-
2024/4/5,151,1563187313,海王捕鱼,"Hainan Palm Entertainment Technology Co.,Ltd.",相比昨日总榜 - 下降1,娱乐场,-,-
2024/4/5,152,1569029742,云·原神,miHoYo Games,相比昨日总榜 - 下降22,冒险,上海米哈游网络科技股份有限公司,-
2024/4/5,153,906936224,快看漫画,"Kuaikan World (Beijing) Technology CO., LTD.",相比昨日总榜 - 上升3,图书,快看世界（北京）科技有限公司,-
2024/4/5,154,588673713,酷我音乐,"Kuwo Tianjin Co., Ltd.",相比昨日总榜 - 上升1,音乐,北京酷我科技有限公司,-
2024/4/5,155,592331499,美颜相机,"Xiamen Meitu Technology Co., Ltd.",相比昨日总榜 - 上升4,摄影与录像,厦门美图网科技有限公司,-
2024/4/5,156,1016323413,得到,luojilab,相比昨日总榜 - 下降9,图书,得到（天津）文化传播有限公司,-
2024/4/5,157,6470340918,冒险大作战,"Guangzhou Shangchen Information Technology Co., Ltd",相比昨日总榜 - 上升11,角色扮演,-,-
2024/4/5,158,1234954076,红警OL,Tencent Mobile Games,相比昨日总榜 - 下降10,策略,深圳市腾讯计算机系统有限公司,-
2024/4/5,159,793077082,小冰冰传奇,上海莉莉丝网络,相比昨日总榜 - 下降7,策略,上海莉莉丝网络科技有限公司,-
2024/4/5,160,570060128,多邻国Duolingo英语日语法语,Duolingo,相比昨日总榜 - 上升3,教育,北京多邻国科技有限公司,-
2024/4/5,161,6448866237,众神派对,上海莉莉丝网络,相比昨日总榜 - 下降21,角色扮演,上海莉莉丝网络科技有限公司,-
2024/4/5,162,1582427876,桃源深处有人家 ,极光计划,相比昨日总榜 - 下降8,休闲,深圳市腾讯计算机系统有限公司,-
2024/4/5,163,1066697625,龙珠激斗,Tencent Mobile Games,相比昨日总榜 - 新进榜,角色扮演,深圳市腾讯计算机系统有限公司,-
2024/4/5,164,1132257692,天龙八部手游,Tencent Mobile Games,相比昨日总榜 - 下降2,动作,深圳市腾讯计算机系统有限公司,-
2024/4/5,165,1532699610,最佳球会,Gala Sports Technology Limited,相比昨日总榜 - 下降4,体育,深圳市望尘体育科技有限公司,-
2024/4/5,166,1492415639,指尖捕鱼,上海愉趣网络科技有限公司,相比昨日总榜 - 下降13,娱乐场,上海愉趣网络科技有限公司,-
2024/4/5,167,1599425438,奥比岛,雷霆游戏,相比昨日总榜 - 下降31,模拟,深圳雷霆信息技术有限公司,-
2024/4/5,168,1426252715,哔哩哔哩漫画,"Shanghai Hehehe Culture Communication Co.,Ltd",相比昨日总榜 - 上升5,图书,上海幻电信息科技有限公司,-
2024/4/5,169,1579028465,肥鹅健身房,Hortor Games,相比昨日总榜 - 下降9,益智解谜,北京豪腾嘉科科技有限公司,-
2024/4/5,170,1467163363,时空中的绘旅人,网易移动游戏,相比昨日总榜 - 下降33,卡牌,杭州网易雷火科技有限公司,-
2024/4/5,171,957323480,米家,"Beijing Xiaomi Co., Ltd",相比昨日总榜 - 下降7,生活,北京小米科技有限责任公司,-
2024/4/5,172,1629375316,冲呀,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 新进榜,卡牌,-,-
2024/4/5,173,1020109860,皇家捕鱼电玩城,"International Games System Co., Ltd.",相比昨日总榜 - 上升8,休闲,-,-
2024/4/5,174,1503466530,迅雷,深圳市迅雷网络技术有限公司,相比昨日总榜 - 上升1,效率,深圳市迅雷网络技术有限公司,-
2024/4/5,175,487608658,QQ阅读,Tencent Mobile Games,相比昨日总榜 - 上升1,图书,深圳市腾讯计算机系统有限公司,-
2024/4/5,176,448165862,MOMO陌陌,"Beijing Momo Technology Co., Ltd.",相比昨日总榜 - 下降9,社交,北京陌陌信息技术有限公司,-
2024/4/5,177,1472343551,青藤之恋,"Wuhan Weipai Network Technology Co., Ltd.",相比昨日总榜 - 上升3,社交,武汉微派网络科技有限公司,-
2024/4/5,178,6444941591,霸业,安徽盈趣网络科技有限公司,相比昨日总榜 - 下降12,卡牌,-,-
2024/4/5,179,1512093373,航海王热血航线,"Beijing Zhaoxiguangnian Information Technology Co., Ltd",相比昨日总榜 - 下降8,角色扮演,北京朝夕光年信息技术有限公司,-
2024/4/5,180,966807283,晋江小说阅读,北京晋江原创网络科技有限公司,相比昨日总榜 - 上升8,图书,北京晋江原创网络科技有限公司,-
2024/4/5,181,1088753863,诛仙,完美世界手游,相比昨日总榜 - 下降3,动作,完美世界控股集团有限公司,-
2024/4/5,182,1438499417,天涯明月刀,Shenzhen Tencent Tianyou Technology Ltd,相比昨日总榜 - 下降25,角色扮演,-,-
2024/4/5,183,491024740,驾考宝典,武汉驾考宝典信息服务有限公司,相比昨日总榜 - 下降1,教育,"Wuhan Mucang Technology Co., Ltd.",-
2024/4/5,184,1488894313,小宇宙·一起听播客,"Ningbo Zhuiguang Network Technology Co., Ltd",相比昨日总榜 - 下降39,音乐,-,-
2024/4/5,185,1258524226,恋与制作人,Paper Games,相比昨日总榜 - 新进榜,游戏,芜湖叠纸网络科技有限公司,-
2024/4/5,186,1483884858,浮生为卿歌,FriendTimes Inc.,相比昨日总榜 - 无变化,策略,苏州好玩友网络科技有限公司,-
2024/4/5,187,1517601112,暗黑破坏神,网易移动游戏,相比昨日总榜 - 下降8,角色扮演,杭州网易雷火科技有限公司,-
2024/4/5,188,756771906,测测,"Beijing Light For You Technology Co., Ltd.",相比昨日总榜 - 上升6,生活,-,-
2024/4/5,189,1369855098,火影忍者,Tencent Mobile Games,相比昨日总榜 - 新进榜,角色扮演,深圳市腾讯计算机系统有限公司,-
2024/4/5,190,673128426,Blued,"Beijing Bluecity Culture And Media Co., Ltd.",相比昨日总榜 - 上升7,社交,-,-
2024/4/5,191,1477923015,捕鱼炸翻天,上海愉趣网络科技有限公司,相比昨日总榜 - 下降1,娱乐场,上海愉趣网络科技有限公司,-
2024/4/5,192,426340811,百度文库,"Beijing Baidu Netcom Science & Technology Co.,Ltd",相比昨日总榜 - 下降1,教育,百度在线网络技术（北京）有限公司,-
2024/4/5,193,1562846889,捕鱼游戏王,"SHI YI NETWORK TECHNOLOGY (SHANGHAI) CO., LTD",相比昨日总榜 - 下降4,娱乐场,-,-
2024/4/5,194,1425722238,Lysn,"Dear U Co., Ltd.",相比昨日总榜 - 上升4,社交,-,-
2024/4/5,195,6470174481,三国云梦录,Shanghai Youzu Information Technology Corporation Limited,相比昨日总榜 - 下降8,卡牌,上海游族信息技术有限公司,-
2024/4/5,196,1468244744,爱聊,"Shenzhen Jinyun Network Technology Co., Ltd",相比昨日总榜 - 新进榜,社交,-,-
2024/4/5,197,1326730621,香肠派对,X.D. Network Inc.,相比昨日总榜 - 下降2,动作,心动网络股份有限公司,-
2024/4/5,198,1387396500,足球在线4移动版,Tencent Mobile Games,相比昨日总榜 - 下降14,体育,深圳市腾讯计算机系统有限公司,-
2024/4/5,199,963152777,帆书,"Shanghai Soybean Network Technology Co., Ltd.",相比昨日总榜 - 下降6,图书,上海黄豆网络科技有限公司,-
2024/4/5,200,1363039920,伊对,北京米连科技有限公司,相比昨日总榜 - 无变化,社交,北京米连科技有限公司,-
